ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Total staff (FTE),Total academic staff (FTE),Total students enrolled ISCED 5-7,R1,R2,Flag R1,Flag R2,Total academic staff (HC),Total staff (HC),R1a,R2a,Flag R1a,Flag R2a
RO0088,Institutul Teologic Baptist din București,2016,RO,private,uni,,,,,,0,0,41.0,,,,0,0
RO0089,Institutul Teologic Penticostal din Bucureşti,2016,RO,private,uni,,,,,,0,0,60.0,,,,0,0
RO0090,Institutul Teologic Protestant din Cluj-Napoca,2016,RO,private,uni,,,,,,0,0,35.0,,,,0,0
RO0091,Universitatea „Emanuel” din Oradea,2016,RO,private,uni,,,,,,0,0,65.0,,,,0,0
RO0092,Institutul de Administrare a Afacerilor din București,2016,RO,private,uni,,,,,,0,0,35.0,,,,0,0
RO0094,"Universitatea ""Sapientia""din Cluj-Napoca",2016,RO,private,uni,,,,,,0,0,35.0,,,,0,0
RO0095,"Universitatea ""Agora"" din Oradea",2016,RO,private,uni,,,,,,0,0,51.0,,,,0,0
RO0096,"Universitatea ""Adventus"" din Cernica",2016,RO,private,uni,,,,,,0,0,30.0,,,,0,0
RO0097,Fundaţia Ştefan Lupaşcu - Institutul De Studii Europene Din Iaşi,2016,RO,private,uni,,,,,,0,0,38.0,,,,0,0
RO0098,Institutul Teologic Romano-Catolic Franciscan Din Roman,2016,RO,private,uni,,,,,,0,0,35.0,,,,0,0
RO0099,"Fundaţia ""Academia Comercială"" Din Satu Mare",2016,RO,private,uni,,,,,,0,0,93.0,,,,0,0
RO0101,Pentru Cultură Şi Învăţământ Ioan Slavici - Universitatea Ioan Slavici Din Timişoara,2016,RO,private,uni,,,,,,0,0,45.0,,,,0,0
RO0102,"Fundaţia ""Gaudeamus"" - Universitatea ""Tomis"" Din Constanţa",2016,RO,private,uni,,,,,,0,0,127.0,,,,0,0
RO0103,"Institutul Teologic Creştin După Evanghelie ""Timotheus"" Din Bucureşti",2016,RO,private,uni,,,,,,0,0,38.0,,,,0,0
RO0104,Fundaţia Lumina - Instituţii De Învăţământ - Universitatea Europei De Sud Est - Lumina,2016,RO,private,uni,,,,,,0,0,118.0,,,,0,0
RO0115,Școala Normală Superioară- București (S.N.S.B.),2016,RO,private,uni,,,,,,0,0,72.0,,,,0,0
RS0001,Универзитет У Београду,2016,RS,public,uas,,4701.0,95535.0,20.322271857051692,,0,0,36.0,,2653.75,,0,0
RS0002,Универзитет У Новом Саду,2016,RS,public,uas,,2477.0,41634.0,16.808235769075495,,0,0,50.0,,832.68,,0,0
RS0003,Универзитет У Нишу,2016,RS,public,uas,,1456.0,19463.0,13.367445054945055,,0,0,32.0,,608.21875,,0,0
RS0004,Универзитет У Крагујевцу,2016,RS,public,uas,,1042.0,14971.0,14.367562380038388,,0,0,34.0,,440.3235294117647,,0,0
RS0006,Универзитет уметности у Београду,2016,RS,public,uas,,474.0,2174.0,4.586497890295358,,1,0,46.0,,47.26086956521739,,0,0
RS0007,Државни универзитет у Новом Пазару,2016,RS,public,uas,,179.0,2028.0,11.329608938547485,,0,0,62.0,,32.70967741935484,,0,0
RS0008,Evropski Univerzitet,2016,RS,private,uas,,51.0,110.0,2.156862745098039,,1,0,43.0,,2.5581395348837206,,1,0
RS0009,Educons Univerzitet,2016,RS,private,uas,,144.0,1853.0,12.868055555555555,,0,0,32.0,,57.90625,,0,0
RS0010,Универзитет Мегатренд,2016,RS,private,uas,,193.0,4639.0,24.03626943005181,,0,0,226.0,,20.52654867256637,,0,0
RS0011,Универзитет Метрополитан,2016,RS,private,uas,,52.0,747.0,14.365384615384615,,0,0,51.0,,14.647058823529413,,0,0
RS0012,Универзитет Сингидунум,2016,RS,private,uas,,268.0,7092.0,26.462686567164177,,0,0,408.0,,17.38235294117647,,0,0
RS0013,Универзитет Унион — Никола Тесла,2016,RS,private,uas,,271.0,4315.0,15.922509225092249,,0,0,50.0,,86.3,,0,0
RS0014,Универзитет Привредна академија у Новом Саду,2016,RS,private,uas,,231.0,3348.0,14.493506493506494,,0,0,41.0,,81.65853658536584,,0,0
RS0015,Алфа БК Универзитет,2016,RS,private,uas,,89.0,1146.0,12.876404494382026,,0,0,32.0,,35.8125,,0,0
RS0041,Универзитет УНИОН – Београд,2016,RS,private,uas,,158.0,2896.0,18.329113924050635,,0,0,330.0,,8.775757575757575,,0,0
RS0043,Универзитета одбране у Београду,2016,RS,public,uas,,343.0,867.0,2.5276967930029155,,1,0,370.0,,2.343243243243243,,1,0
SE0001,Uppsala universitet,2016,SE,public,uas,4853.13,2970.53,35819.0,12.0581175749782,0.6120853964348781,0,0,128.0,,279.8359375,,0,0
SE0002,Lunds universitet,2016,SE,public,uas,5427.18,2931.77,33228.0,11.333767655716512,0.540201356874104,0,0,112.0,,296.67857142857144,,0,0
SE0003,Göteborgs universitet,2016,SE,public,uas,4642.6,2629.8,36701.0,13.955814130352115,0.5664498341446603,0,0,66.0,,556.0757575757576,,0,0
SE0004,Stockholms universitet,2016,SE,public,uas,3855.32,2385.13,44015.0,18.453920750650912,0.6186594108919623,0,0,84.0,,523.9880952380952,,0,0
SE0005,Umeå universitet,2016,SE,public,uas,3164.17,1913.11,25574.0,13.367762439169727,0.6046166925291624,0,0,1195.0,,21.400836820083683,,0,0
SE0006,Linköpings universitet,2016,SE,public,uas,2721.5,1577.72,21505.0,13.630428719924955,0.5797244166819768,0,0,120.0,,179.20833333333337,,0,0
SE0007,Karolinska institutet,2016,SE,public,uas,4006.53,2049.46,8610.0,4.201106632966733,0.5115299273935301,0,0,5288.0,,1.62821482602118,,1,0
SE0008,Kungliga Tekniska högskolan,2016,SE,public,uas,2702.86,1534.44,16104.0,10.495034018925473,0.5677097592920092,0,0,2080.0,,7.742307692307692,,0,0
SE0009,Chalmers tekniska högskola,2016,SE,private government dependent,uas,2185.57,1265.48,9576.0,7.567089167746626,0.5790160004026409,0,0,631.0,,15.175911251980985,,0,0
SE0010,Luleå tekniska universitet,2016,SE,public,uas,1121.17,613.74,11329.0,18.458956561410368,0.5474102946029594,0,0,,,,,0,0
SE0011,Handelshögskolan i Stockholm,2016,SE,private government dependent,uas,208.71,97.92,1768.0,18.055555555555557,0.4691677447175507,0,0,,,,,0,0
SE0012,Sveriges lantbruksuniversitet,2016,SE,public,uas,2570.28,1360.27,4693.0,3.450050357649584,0.5292302784132468,1,0,,,,,1,0
SE0013,Karlstads universitet,2016,SE,public,uas,964.29,603.4,12200.0,20.218760357971497,0.6257453670576278,0,0,,,,,0,0
SE0015,Örebro universitet,2016,SE,public,uas,964.44,567.01,12979.0,22.890248849226648,0.5879163037617684,0,0,,,,,0,0
SE0016,Mittuniversitetet,2016,SE,public,uas,777.87,488.1,12389.0,25.38209383323089,0.6274827413320992,0,0,,,,,0,0
SE0017,Blekinge tekniska högskola,2016,SE,public,uas,351.71,219.81,4740.0,21.564078067421864,0.6249751215490035,0,0,,,,,0,0
SE0018,Stiftelsen Högskolan i Jönköping,2016,SE,private government dependent,uas,659.29,380.95,9750.0,25.593909961937264,0.5778185623928772,0,0,,,,,0,0
SE0020,Malmö högskola,2016,SE,public,uas,1232.71,727.07,17322.0,23.824391049004912,0.5898143115574629,0,0,,,,,0,0
SE0021,Mälardalens högskola,2016,SE,public,uas,715.56,472.6,14243.0,30.13753702920017,0.6604617362625078,0,0,,,,,0,0
SE0022,Gymnastik- och idrottshögskolan,2016,SE,public,uas,99.15,61.94,1117.0,18.03358088472716,0.6247100353000503,0,0,,,,,0,0
SE0023,Högskolan i Borås,2016,SE,public,uas,566.23,338.77,7278.0,21.483602444136142,0.5982904473447185,0,0,,,,,0,0
SE0024,Högskolan Dalarna,2016,SE,public,uas,601.26,412.14,12227.0,29.66710341146213,0.68546053288095,0,0,,,,,0,0
SE0026,Högskolan i Gävle,2016,SE,public,uas,543.58,377.88,11789.0,31.197734730602303,0.6951690643511534,0,0,,,,,0,0
SE0027,Högskolan i Halmstad,2016,SE,public,uas,489.76,287.87,7924.0,27.52631396116303,0.5877776870303822,0,0,,,,,0,0
SE0028,Högskolan Kristianstad,2016,SE,public,uni,453.64,300.19,10898.0,36.30367433958493,0.6617361784675073,0,0,,,,,1,0
SE0029,Högskolan i Skövde,2016,SE,public,uas,433.07,284.39,5625.0,19.7791764829987,0.6566836770037177,0,0,,,,,0,0
SE0030,Högskolan Väst,2016,SE,public,uas,471.91,301.59,8025.0,26.60897244603601,0.6390837235913627,0,0,,,,,0,0
SE0031,Södertörns högskola,2016,SE,public,uas,656.64,373.36,9094.0,24.357188772230554,0.5685916179337233,0,0,,,,,0,0
SE0032,Försvarshögskolan,2016,SE,public,uni,310.08,196.75,764.0,3.8831003811944087,0.6345136738906089,1,0,,,,,0,0
SE0035,Konstfack,2016,SE,public,uni,137.85,68.12,763.0,11.200822078684672,0.4941603191875227,0,0,,,,,0,0
SE0036,Kungliga Konsthögskolan,2016,SE,public,uni,40.44,26.82,234.0,8.724832214765101,0.6632047477744808,0,0,,,,,0,0
SE0037,Kungliga Musikhögskolan i Stockholm,2016,SE,public,uni,137.35,72.92,924.0,12.671420735052113,0.5309064433927921,0,0,,,,,0,0
SE0043,Ersta Sköndal Bräcke högskola,2016,SE,private government dependent,uas,122.84,83.53,1442.0,17.263258709445708,0.6799902311950504,0,0,,,,,0,0
SE0046,Röda Korsets högskola,2016,SE,private government dependent,uni,52.95,38.0,909.0,23.921052631578952,0.7176581680830972,0,0,,,,,0,0
SE0047,Sophiahemmet högskola,2016,SE,private government dependent,uni,82.32,55.67,932.0,16.741512484282378,0.6762633624878523,0,0,,,,,0,0
SE0050,Linnéuniversitetet,2016,SE,public,uas,1607.97,985.82,25376.0,25.74100748615366,0.6130835774299273,0,0,,,,,0,0
SE0052,Stockholms konstnärliga Högskola,2016,SE,public,uni,189.47,88.86,712.0,8.012604096331309,0.4689924526310234,0,0,,,,,0,1
SI0001,Univerza v Ljubljani,2016,SI,public,uas,5826.0,3821.0,38750.0,10.141324260664748,0.6558530724339169,0,0,,,,,0,0
SI0002,Univerza v Mariboru,2016,SI,public,uas,2032.0,1345.0,13873.5,10.314869888475837,0.6619094488188977,0,0,,,,,0,0
SI0003,Univerza na Primorskem,2016,SI,public,uas,612.0,394.0,4999.0,12.687817258883248,0.6437908496732027,0,0,,,,,0,0
SI0004,Univerza v Novi Gorici,2016,SI,private government dependent,uas,,,409.0,,,0,0,,,,,0,0
SI0005,Gea College - Fakulteta za podjetništvo,2016,SI,private government dependent,other,,,287.0,,,0,0,,,,,0,0
SI0006,"Fakulteta za upravljanje, poslovanje in informatiko Novo mesto",2016,SI,private government dependent,other,,,105.0,,,0,0,,,,,0,0
SI0007,Fakulteta za komercialne in poslovne vede,2016,SI,private,other,,,553.0,,,0,0,,,,,0,0
SI0008,DOBA Fakulteta za uporabne poslovne in družbene študije,2016,SI,private,other,,,1070.0,,,0,0,,,,,0,0
SI0009,Fakulteta za zdravstvo Angele Boškin,2016,SI,private government dependent,other,,,336.0,,,0,0,,,,,0,0
SI0010,Fakulteta za državne in evropske študije,2016,SI,private government dependent,other,,,269.0,,,0,0,,,,,0,0
SI0011,Evropska pravna fakulteta,2016,SI,private government dependent,other,,,809.0,,,0,0,,,,,0,0
SI0012,Fakulteta za uporabne družbene študije v Novi Gorici,2016,SI,private government dependent,other,,,271.0,,,0,0,,,,,0,0
SI0013,Mednarodna fakulteta za družbene in poslovne študije,2016,SI,private government dependent,other,,,394.0,,,0,0,,,,,0,0
SI0014,Fakulteta za informacijske študije v Novem mestu,2016,SI,public,other,,,212.0,,,0,0,,,,,0,0
SI0016,"Fakulteta za dizajn, samostojni visokošolski zavod, pridružena članica Univerze na Primorskem",2016,SI,private government dependent,other,,,338.0,,,0,0,,,,,0,0
SI0017,Univerza v Novem mestu Fakulteta za zdravstvene vede,2016,SI,private government dependent,other,,,394.0,,,0,0,,,,,0,0
SI0019,Visoka šola za varstvo okolja,2016,SI,private government dependent,other,,,138.0,,,0,0,,,,,0,0
SI0020,Visoka šola za storitve v Ljubljani,2016,SI,private,other,,,203.0,,,0,0,,,,,0,0
SI0021,Visoka zdravstvena šola v Celju,2016,SI,private,other,,,180.0,,,0,0,,,,,0,0
SI0022,Mednarodna podiplomska šola Jožefa Stefana,2016,SI,private,other,,,19.0,,,0,0,,,,,0,0
SI0049,Evro-sredozemska univerza,2016,SI,private government dependent,uas,,,,,,0,0,,,,,0,0
SI0050,"Alma Mater Europaea  - Evropski center, Maribor",2016,SI,private,other,,,1057.0,,,0,0,2768.0,,0.381864161849711,,0,0
SI0051,Fakulteta za poslovne in upravne vede Novo mesto,2016,SI,private,other,,,30.0,,,0,0,876.0,,0.03424657534246575,,0,0
SI0052,Fakulteta za poslovne vede,2016,SI,private,other,,,26.0,,,0,0,586.0,,0.044368600682593864,,0,0
SI0053,Fakulteta za medije,2016,SI,private,other,,,52.0,,,0,0,352.0,,0.14772727272727273,,0,0
SI0054,Fakulteta za industrijski inženiring Novo mesto,2016,SI,private,other,,,158.0,,,0,0,391.0,,0.4040920716112532,,0,0
SI0055,Fakulteta za organizacijske študije v Novem mestu,2016,SI,private,other,,,57.0,,,0,0,128.0,,0.4453125,,0,0
SI0056,"Poslovna šola Bled, Fakulteta za podiplomski študij managementa",2016,SI,private,other,,,79.0,,,0,0,,,,,0,0
SI0057,Alma Mater Europaea - Institutum Studiorum Humanitatis Fakulteta za podiplomski humanistični študij,2016,SI,private,other,,,7.0,,,0,0,,,,,0,0
SI0058,"Alma Mater Europaea - Akademija za ples, samostojni visokošolski zavod",2016,SI,private,other,,,6.0,,,0,0,,,,,0,0
SI0059,ArtHouse - Šola za risanje in slikanje,2016,SI,private,other,,,85.0,,,0,0,,,,,0,0
SI0060,"Visoka šola za proizvodno inženirstvo, Celje",2016,SI,private,other,,,29.0,,,0,0,265.0,,0.10943396226415096,,0,0
SI0061,Fakulteta za tehnologije in sisteme,2016,SI,private government dependent,other,,,52.0,,,0,0,567.0,,0.09171075837742504,,0,0
SI0062,Visoka poslovna šola Erudio,2016,SI,private,other,,,97.0,,,0,0,556.0,,0.17446043165467626,,0,0
SI0063,Visoka šola za hotelirstvo in turizem Bled,2016,SI,private,other,,,35.0,,,0,0,327.0,,0.10703363914373087,,0,0
SI0064,"B2 Visoka šola za poslovne vede, zavod",2016,SI,private,other,,,172.0,,,0,0,1487.0,,0.11566913248150637,,0,0
SI0065,Visoka šola za računovodstvo in finance,2016,SI,private,other,,,80.0,,,0,0,919.0,,0.08705114254624592,,0,0
SI0066,Visoka šola za tehnologijo polimerov,2016,SI,private government dependent,other,,,91.0,,,0,0,,,,,0,0
SI0067,"Visoka šola za trajnostni turizem Erudio, samostojni visokošolski zavod",2016,SI,private,other,,,33.0,,,0,0,781.0,,0.04225352112676056,,0,0
SI0068,Visoka šola za zdravstvene vede Slovenj Gradec,2016,SI,private,other,,,122.0,,,0,0,172.0,,0.7093023255813954,,0,0
SI0069,IBS Mednarodna poslovna šola Ljubljana,2016,SI,private,other,,,39.0,,,0,0,554.0,,0.0703971119133574,,0,0
SI0070,"IAM Visoka šola za multimedije, Ljubljana",2016,SI,private,other,,,56.0,,,0,0,,,,,0,0
SI0071,Visoka šola Ravne na Koroškem,2016,SI,private,other,,,7.0,,,0,0,,,,,0,0
SI0072,Visoka šola na Ptuju,2016,SI,private,other,,,7.0,,,0,0,,,,,0,0
SI0073,Visoka šola za upravljanje podeželja Grm Novo mesto,2016,SI,private,other,,,32.0,,,0,0,,,,,0,0
SI0074,B&B Visokošolski zavod Kranj,2016,SI,private,other,,,48.0,,,0,0,539.0,,0.08905380333951762,,0,0
SI0075,Podiplomska šola ZRC SAZU,2016,SI,private,other,,,,,,0,0,306.0,,,,0,0
SI0076,MLC Fakulteta za management in pravo Ljubljana,2016,SI,private,other,,,114.0,,,0,0,257.0,,0.44357976653696496,,0,0
SI0077,Visoka šola za gradbeno inženirstvo Kranj,2016,SI,private,other,,,53.0,,,0,0,136.0,,0.3897058823529412,,0,0
SI0078,Visokošolski zavod Fizioterapevtika,2016,SI,private,other,,,102.0,,,0,0,132.0,,0.7727272727272727,,0,0
SI0079,Akademija za vizualne umetnosti - AVA,2016,SI,private,other,,,23.0,,,0,0,,,,,0,0
SI0080,AREMA - Visoka šola za regionalni management Rogaška Slatina,2016,SI,private,other,,,50.0,,,0,0,,,,,0,0
SK0001,Univerzita Komenského V Bratislave,2016,SK,public,uas,4465.0,2473.0,19531.0,7.897695107157299,0.5538633818589026,0,0,,,,,0,0
SK0002,Univerzita Pavla Jozefa Šafárika V Košiciach,2016,SK,public,uas,1461.0,785.0,6272.0,7.989808917197451,0.5373032169746749,0,0,1279.0,,4.903831118060985,,0,0
SK0003,Prešovska Univerzita V Prešove,2016,SK,public,uas,1041.0,565.0,7203.0,12.74867256637168,0.542747358309318,0,0,203.0,,35.48275862068965,,0,0
SK0004,Univerzita Sv. Cyrila A Metoda V Trnave,2016,SK,public,uas,487.0,320.0,4541.0,14.190625,0.6570841889117043,0,0,280.0,,16.21785714285714,,0,0
SK0005,Katolická Univerzita V Ružomberku,2016,SK,public,uas,554.0,347.0,2897.0,8.348703170028818,0.6263537906137184,0,0,847.0,,3.4203069657615117,,0,0
SK0007,Univerzita J. Selyeho V Komárne,2016,SK,public,uas,204.0,111.0,1348.0,12.144144144144144,0.5441176470588235,0,0,1692.0,,0.7966903073286052,,0,0
SK0008,Vysoká škola Danubius,2016,SK,private,other,,,129.0,,,0,0,1268.0,,0.10173501577287067,,0,0
SK0009,Paneurópska vysoká škola,2016,SK,private,other,,,1202.0,,,0,0,403.0,,2.982630272952853,,0,0
SK0010,Slovenská Zdravotnícka Univerzita V Bratislave,2016,SK,private government dependent,uas,,,1235.0,,,0,0,751.0,,1.6444740346205058,,0,0
SK0011,"Vysoká Škola Zdravotníctva A Sociálnej Práce Sv. Alžbety V Bratislave, N.O.",2016,SK,private,other,,,1852.0,,,0,0,2369.0,,0.7817644575770367,,0,0
SK0012,Univerzita Veterinárskeho Lekárstva V Košiciach,2016,SK,public,uas,591.0,256.0,1796.0,7.015625,0.4331641285956007,0,0,738.0,,2.433604336043361,,0,0
SK0013,Univerzita Konštantína Filozofa V Nitre,2016,SK,public,uas,935.0,547.0,6168.0,11.276051188299814,0.5850267379679145,0,0,536.0,,11.507462686567164,,0,0
SK0014,Univerzita Mateja Bela V Banskej Bystrici,2016,SK,public,uas,1051.0,536.0,6038.0,11.264925373134327,0.5099904852521409,0,0,2147.0,,2.8122962272938983,,0,0
SK0015,Trnavská Univerzita V Trnave,2016,SK,public,uas,512.0,303.0,3477.0,11.475247524752474,0.591796875,0,0,3516.0,,0.9889078498293516,,0,0
SK0016,Slovenská Technická Univerzita V Bratislave,2016,SK,public,uas,2524.0,1352.0,12225.0,9.04215976331361,0.5356576862123613,0,0,514.0,,23.784046692607003,,0,0
SK0017,Technická Univerzita V Košiciach,2016,SK,public,uas,1735.0,893.0,7765.0,8.695408734602463,0.5146974063400577,0,0,307.0,,25.293159609120522,,0,0
SK0018,Dubnický Technologický Inštitút V Dubnici Nad Váhom,2016,SK,private,other,,,177.0,,,0,0,2569.0,,0.0688984040482678,,0,0
SK0019,Žilinská Univerzita V Žiline,2016,SK,public,uas,1475.0,757.0,6992.0,9.236459709379128,0.5132203389830509,0,0,994.0,,7.034205231388331,,0,0
SK0020,Trenčianska Univerzita Alexandra Dubčeka V Trenčíne,2016,SK,public,uas,306.0,151.0,1651.0,10.933774834437086,0.4934640522875817,0,0,522.0,,3.1628352490421454,,0,0
SK0021,Ekonomická Univerzita V Bratislave,2016,SK,public,uas,1050.0,547.0,6691.0,12.232175502742233,0.5209523809523811,0,0,424.0,,15.780660377358492,,0,0
SK0022,Vysoká Škola Ekonómie A Manažmentu Verejnej Správy V Bratislave,2016,SK,private,uni,,,447.0,,,0,0,360.0,,1.2416666666666667,,0,0
SK0023,Vysoká Škola Manažmentu V Trenčíne,2016,SK,private,other,,,494.0,,,0,0,499.0,,0.9899799599198396,,0,0
SK0024,Stredoeurópska Vysoká Škola V Skalici,2016,SK,private,uni,,,95.0,,,0,0,529.0,,0.17958412098298676,,0,0
SK0025,Vysoká Škola Medzinárodného Podnikania Ism Slovakia V Prešove,2016,SK,private,uni,,,150.0,,,0,0,399.0,,0.3759398496240601,,0,0
SK0026,Slovenská Poĺnohospodárska Univerzita V Nitre,2016,SK,public,uas,1120.0,530.0,6059.0,11.432075471698113,0.4732142857142857,0,0,981.0,,6.1763506625891935,,0,0
SK0027,Technická Univerzita Vo Zvolene,2016,SK,public,uas,679.0,297.0,2284.0,7.69023569023569,0.4374079528718704,0,0,734.0,,3.1117166212534064,,0,0
SK0028,Vysoká Škola Múzických Umení V Bratislave,2016,SK,public,other,285.0,192.0,925.0,4.817708333333333,0.6736842105263158,1,0,263.0,,3.5171102661596967,,0,0
SK0029,Vysoká Škola Výtvarných Umení V Bratislave,2016,SK,public,other,215.0,133.0,581.0,4.368421052631579,0.6186046511627907,1,0,1265.0,,0.4592885375494071,,0,0
SK0030,Akadémia Umení V Banskej Bystrici,2016,SK,public,other,192.0,120.0,492.0,4.1,0.625,1,0,1546.0,,0.3182406209573092,,0,0
SK0031,Akadémia Ozbrojených Síl Generála Milana Rastislava Štefánika V Liptovskom Mikuláši,2016,SK,private government dependent,uni,,,219.0,,,0,0,1836.0,,0.119281045751634,,0,0
SK0032,Akadémia Policajného Zboru V Bratislave,2016,SK,private government dependent,uni,,,565.0,,,0,0,1572.0,,0.3594147582697201,,0,0
SK0033,Vysoká Škola Bezpečnostného Manažérstva V Košiciach,2016,SK,private,uni,,,443.0,,,0,0,622.0,,0.7122186495176849,,0,0
TR0001,Bolu Abant İzzet Baysal Üniversitesi,2016,TR,public,uas,,,29877.0,,,0,0,2188.0,,13.654936014625228,,0,0
TR0002,Abdullah Gül Üniversitesi,2016,TR,public,uas,,,711.0,,,0,0,1759.0,,0.4042069357589539,,1,0
TR0003,Adana Bilim ve Teknoloji Üniversitesi,2016,TR,public,uas,,,1430.0,,,0,0,3293.0,,0.4342544791982994,,1,0
TR0004,Adıyaman Üniversitesi,2016,TR,public,uas,,,20401.0,,,0,0,1161.0,,17.57192075796727,,0,0
TR0005,Aydin Adnan Menderes Üniversitesi,2016,TR,public,uas,,,51560.0,,,0,0,1061.0,,48.59566446748351,,0,0
TR0006,Afyon Kocatepe Üniversitesi,2016,TR,public,uas,,,45119.0,,,0,0,3087.0,,14.615808228053124,,0,0
TR0007,Ağrı İbrahim Çeçen Universitesi,2016,TR,public,uas,,,10888.0,,,0,0,2233.0,,4.875951634572324,,0,0
TR0008,Ahi Evran Üniversitesi,2016,TR,public,uas,,,19130.0,,,0,0,914.0,,20.929978118161927,,0,0
TR0009,Akdeniz Üniversitesi,2016,TR,public,uas,,,64883.0,,,0,0,209.0,,310.444976076555,,0,0
TR0010,Aksaray Üniversitesi,2016,TR,public,uas,,,22405.0,,,0,0,1559.0,,14.371391917896087,,0,0
TR0011,Amasya Üniversitesi,2016,TR,public,uas,,,16921.0,,,0,0,1776.0,,9.52759009009009,,0,0
TR0012,Anadolu Üniversitesine,2016,TR,public,uas,,,3021141.0,,,0,0,267.0,,11315.134831460677,,1,0
TR0013,Ankara Üniversitesi,2016,TR,public,uas,,,58935.0,,,0,0,3726.0,,15.817230273752012,,0,0
TR0014,Artvin Çoruh Üniversitesi,2016,TR,public,uas,,,9289.0,,,0,0,1518.0,,6.1192358366271415,,0,0
TR0015,Ardahan Üniversitesi,2016,TR,public,uas,,,4999.0,,,0,0,1256.0,,3.9800955414012744,,0,0
TR0016,Atatürk Üniversitesi,2016,TR,public,uas,,,273553.0,,,0,0,511.0,,535.3287671232877,,1,0
TR0017,Balıkesir Üniversitesi,2016,TR,public,uas,,,36449.0,,,0,0,868.0,,41.99193548387097,,0,0
TR0018,Bartın Üniversitesi,2016,TR,public,uas,,,14174.0,,,0,0,606.0,,23.38943894389439,,0,0
TR0019,Batman Üniversitesi,2016,TR,public,uas,,,12463.0,,,0,0,3634.0,,3.429554210236654,,0,0
TR0020,Bayburt Üniversitesi,2016,TR,public,uas,,,9181.0,,,0,0,308.0,,29.808441558441558,,0,0
TR0021,Bilecik Şeyh Edebali Üniversitesi,2016,TR,public,uas,,,16819.0,,,0,0,1032.0,,16.29748062015504,,0,0
TR0022,Bingöl Üniversitesi,2016,TR,public,uas,,,14051.0,,,0,0,675.0,520.0,20.816296296296297,0.7703703703703704,0,0
TR0023,Bitlis Eren Üniversitesi,2016,TR,public,uas,,,8545.0,,,0,0,267.0,1422.0,32.00374531835206,5.325842696629214,0,0
TR0024,Boğaziçi Üniversitesi,2016,TR,public,uas,,,15192.0,,,0,0,605.0,2196.0,25.11074380165289,3.629752066115703,0,0
TR0025,Yozgat Bozok Üniversitesi,2016,TR,public,uas,,,15906.0,,,0,0,1601.0,1077.0,9.935040599625234,0.6727045596502186,0,0
TR0026,Bursa Teknik Üniversitesi,2016,TR,public,uas,,,2444.0,,,0,0,5243.0,3370.0,0.4661453366393286,0.6427617776082396,1,0
TR0027,Bülent Ecevit Üniversitesi,2016,TR,public,uas,,,32375.0,,,0,0,2090.0,1263.0,15.490430622009567,0.6043062200956938,0,0
TR0028,Manisa Celal Bayar Üniversitesi,2016,TR,public,uas,,,52282.0,,,0,0,785.0,3135.0,66.60127388535032,3.993630573248408,0,0
TR0029,Sivas Cumhuriyet Üniversitesi,2016,TR,public,uas,,,54346.0,,,0,0,495.0,499.0,109.789898989899,1.008080808080808,0,0
TR0030,Çanakkale Onsekiz Mart Üniversitesi,2016,TR,public,uas,,,47595.0,,,0,0,864.0,2159.0,55.086805555555564,2.498842592592593,0,0
TR0031,Çankırı Karatekin Üniversitesi,2016,TR,public,uas,,,13762.0,,,0,0,1231.0,4788.0,11.179528838342812,3.8895207148659625,0,0
TR0032,Çukurova Üniversitesi,2016,TR,public,uas,,,52404.0,,,0,0,963.0,1288.0,54.417445482866036,1.3374870197300104,0,0
TR0033,Dicle Üniversitesi,2016,TR,public,uas,,,31604.0,,,0,0,543.0,811.0,58.20257826887661,1.4935543278084715,0,0
TR0034,Dokuz Eylül Üniversitesi,2016,TR,public,uas,,,71521.0,,,0,0,2428.0,350.0,29.456754530477763,0.1441515650741351,0,0
TR0035,Kütahya Dumlupınar  Üniversitesi,2016,TR,public,uas,,,55361.0,,,0,0,722.0,387.0,76.67728531855956,0.53601108033241,1,0
TR0036,Düzce Üniversitesi,2016,TR,public,uas,,,27013.0,,,0,0,1212.0,784.0,22.287953795379533,0.6468646864686468,0,0
TR0037,Ege Üniversitesi,2016,TR,public,uas,,,59936.0,,,0,0,680.0,652.0,88.14117647058822,0.9588235294117649,0,0
TR0038,Erciyes Üniversitesi,2016,TR,public,uas,,,60521.0,,,0,0,330.0,358.0,183.39696969696968,1.084848484848485,0,0
TR0039,Erzincan Binali Yıldırım Üniversitesi,2016,TR,public,uas,,,22119.0,,,0,0,1993.0,1055.0,11.098344204716508,0.5293527345709985,0,0
TR0040,Erzurum Teknik Üniversitesi,2016,TR,public,uas,,,3378.0,,,0,0,447.0,365.0,7.557046979865773,0.8165548098434005,0,0
TR0041,Eskişehir Osmangazi Üniversitesi,2016,TR,public,uas,,,29365.0,,,0,0,3047.0,1372.0,9.63734821135543,0.45027896291434205,0,0
TR0042,Fırat Üniversitesi,2016,TR,public,uas,,,40486.0,,,0,0,839.0,1680.0,48.25506555423122,2.0023837902264603,0,0
TR0043,Galatasaray Üniversitesi,2016,TR,public,uas,,,4346.0,,,0,0,1676.0,363.0,2.5930787589498805,0.2165871121718377,0,0
TR0044,Gazi Üniversitesi,2016,TR,public,uas,,,74384.0,,,0,0,662.0,2111.0,112.36253776435044,3.188821752265861,0,0
