ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Total staff (FTE),Total academic staff (FTE),Total students enrolled ISCED 5-7,R1,R2,Flag R1,Flag R2,Total academic staff (HC),Total staff (HC),R1a,R2a,Flag R1a,Flag R2a
ES0056,Universidad Católica San Antonio de Murcia,2016,ES,private,uas,731.57,472.5,12877.0,27.25291005291005,0.6458712084967945,0,0,,1610.0,,,0,0
ES0057,Universidad de Deusto,2016,ES,private,uas,920.81,485.55,9098.0,18.737514159200906,0.5273074792845429,0,0,,201.0,,,0,0
ES0058,Universidad de Navarra,2016,ES,private,uas,2513.15,1326.05,9998.0,7.5396855322197505,0.5276445894594433,0,0,,376.0,,,0,0
ES0059,Universidad Europea de Madrid,2016,ES,private,uas,1462.57,956.09,11387.0,11.909966634940224,0.6537054636701151,0,0,,135.0,,,0,0
ES0060,Universidad Europea Miguel de Cervantes,2016,ES,private,uas,172.71,114.35,1525.0,13.336248360297331,0.6620925250419778,0,0,,274.0,,,0,0
ES0061,Universidad Francisco de Vitoria,2016,ES,private,uas,741.68,397.56,8154.0,20.51011168125566,0.5360263186279798,0,0,,357.0,,,0,0
ES0062,Universidad Internacional de Andalucía,2016,ES,public,uas,136.0,,255.0,,,0,0,,127.0,,,0,0
ES0063,Universidad Internacional Isabel I de Castilla,2016,ES,private,uas,146.48,83.95,5213.0,62.09648600357355,0.5731157837247406,1,0,,281.0,,,0,0
ES0064,Universidad Internacional de la Rioja,2016,ES,private,uas,1153.08,405.28,21879.0,53.984899328859065,0.35147604676171645,1,1,,40.0,,,0,0
ES0065,Universidad Internacional Menéndez Pelayo,2016,ES,public,uas,130.0,,1573.0,,,0,0,,474.0,,,0,0
ES0066,Universidad Mondragón Unibertsitatea,2016,ES,private,uas,501.17,380.5,4505.0,11.839684625492772,0.7592234172037432,0,0,,141.0,,,0,0
ES0067,Universidad Nacional de Educación a Distancia,2016,ES,public,uas,2390.33,1134.2,145579.0,128.3539058367131,0.4744951533888626,1,0,,323.0,,,1,0
ES0068,Universidad Pontificia Comillas,2016,ES,private,uas,851.34,518.43,8945.0,17.254016935748318,0.6089576432447671,0,0,,256.0,,,0,0
ES0069,Universidad Pontificia de Salamanca,2016,ES,private,uas,271.27,162.67,4510.0,27.724841704063444,0.5996608544992075,0,0,,477.0,,,0,0
ES0070,Universidad San Jorge,2016,ES,private,uas,288.82,178.96,2280.0,12.740277156906572,0.6196246797313206,0,0,,305.0,,,0,0
ES0071,Universidad San Pablo-CEU,2016,ES,private,uas,874.88,619.22,8401.0,13.567068247149635,0.7077770665691295,0,0,,148.0,,,0,0
ES0072,Universitat Abat Oliba CEU,2016,ES,private,uas,90.43,39.33,1772.0,45.05466564963133,0.43492203914630095,2,0,,336.0,,,2,2
ES0073,Universitat de Vic - Universitat Central de Catalunya,2016,ES,private,uas,710.5,387.9,7086.0,18.26759474091261,0.5459535538353272,0,0,,585.0,,,0,0
ES0074,Universitat Internacional de Catalunya,2016,ES,private,uas,470.65,222.7,3522.0,15.814997754827125,0.4731753957293105,0,0,,153.0,,,0,0
ES0075,Universitat Internacional Valenciana (VIU),2016,ES,private,uas,100.0,26.0,5090.0,195.7692307692308,0.26,1,1,,614.0,,,1,1
ES0076,Universitat Oberta de Catalunya,2016,ES,private,uas,843.99,349.98,47494.0,135.70489742270985,0.4146731596345928,1,1,,84.0,,,1,1
ES0077,Universitat Ramón Llull,2016,ES,private,uas,1440.23,734.0,15541.0,21.173024523160766,0.5096408212577158,0,0,,246.0,,,0,0
ES0078,Universidad Europea Canarias,2016,ES,private,uas,52.77,37.24,447.0,12.003222341568206,0.7057039984839871,0,0,,86.0,,,0,0
ES0079,Universidad Europea Valencia,2016,ES,private,uas,200.22,150.18,1529.0,10.181115994140363,0.7500749175906504,0,0,,160.0,,,0,0
ES0080,Universidad Loyola Andalucia,2016,ES,private,uas,300.85,150.77,2356.0,15.626450885454664,0.5011467508725278,0,0,,217.0,,,0,0
ES0081,Universidad Europea del Atlántico,2016,ES,private,uas,57.57,41.57,1544.0,37.14216983401492,0.7220774709049852,1,0,,396.0,,,0,0
ES0082,Universidad Fernando Pessoa-Canarias,2016,ES,private,uas,36.16,19.23,285.0,14.820592823712948,0.5318030973451328,0,0,,117.0,,,0,0
FI0001,Helsingin yliopisto,2016,FI,public,uas,7116.42,4154.38,27354.0,6.584376007972309,0.5837738638247884,0,0,,149.0,,,0,0
FI0002,Turun yliopisto,2016,FI,public,uas,3005.66,1781.75,14161.0,7.947804125157851,0.5927982539608605,0,0,,632.0,,,0,0
FI0003,Åbo Akademi,2016,FI,public,uas,1045.34,604.7,5146.0,8.510004961137753,0.5784720760709435,0,0,,306.0,,,0,0
FI0004,Oulun yliopisto,2016,FI,public,uas,2534.94,1639.49,11461.0,6.990588536679089,0.6467569252132199,0,0,,192.0,,,0,0
FI0005,Tampereen yliopisto,2016,FI,public,uas,1886.85,1105.15,11671.0,10.560557390399492,0.5857116357951083,0,0,,193.0,,,0,0
FI0006,Jyväskylän yliopisto,2016,FI,public,uas,2318.64,1463.45,12319.0,8.417779903652328,0.6311674084808336,0,0,,634.0,,,0,0
FI0010,Svenska handelshögskolan,2016,FI,public,uas,238.42,123.62,2408.0,19.479048697621746,0.5184967704051674,0,0,,702.0,,,0,0
FI0013,Vaasan yliopisto,2016,FI,public,uas,462.74,283.29,4967.0,17.533269794203818,0.6122012361153132,0,0,,513.0,,,0,0
FI0014,Lappeenrannan teknillinen yliopisto,2016,FI,public,uas,850.79,531.16,4392.0,8.268694931847278,0.624313872988634,0,0,,471.0,,,0,0
FI0015,Tampereen teknillinen yliopisto,2016,FI,public,uas,1634.78,1036.66,6763.0,6.523836166148977,0.6341281395661802,0,0,,1088.0,,,0,0
FI0021,Lapin yliopisto,2016,FI,public,uas,544.92,305.3,4020.0,13.167376351130034,0.5602657270792043,0,0,,1083.0,,,0,0
FI0024,Maanpuolustuskorkeakoulu,2016,FI,public,uas,,,824.0,,,0,0,,1115.0,,,0,0
FI0025,Aalto-yliopisto,2016,FI,public,uas,4065.78,2489.22,14707.0,5.908276488217193,0.6122367663769313,0,0,,1447.0,,,0,0
FI0026,Itä-Suomen yliopisto,2016,FI,public,uas,2281.86,1433.31,13894.0,9.693646175635418,0.6281323131129867,0,0,,816.0,,,0,0
FI0027,Taideyliopisto,2016,FI,public,uas,740.12,427.11,1779.0,4.1652033434009965,0.5770820947954386,0,0,,,,,0,0
FI0028,Lapin ammattikorkeakoulu,2016,FI,private government dependent,other,423.59,282.64,5827.0,20.61633172940844,0.667248990769376,0,0,,822.0,,,0,0
FI0031,Högskolan på Åland,2016,FI,public,other,,,563.0,,,0,0,,849.0,,,0,0
FI0056,HAAGA-HELIA ammattikorkeakoulu,2016,FI,private government dependent,other,579.15,380.48,10413.0,27.3680613961312,0.6569627902961237,0,0,,713.0,,,0,0
FI0065,Metropolia ammattikorkeakoulu,2016,FI,private government dependent,other,977.91,637.33,16597.0,26.041454191706023,0.6517266415109776,0,0,,813.0,,,0,0
FI0066,Yrkeshögskolan Novia,2016,FI,private government dependent,other,260.59,164.95,4057.0,24.595331918763264,0.6329866840630877,0,0,,15275.0,,,0,0
FI0466,Tampereen ammattikorkeakoulu,2016,FI,private government dependent,other,740.82,445.14,9592.0,21.548276946578607,0.6008747064064145,0,0,,448.0,,,0,0
FI0467,Hämeen ammattikorkeakoulu,2016,FI,private government dependent,other,536.76,274.97,6669.0,24.25355493326545,0.5122773679111707,0,0,,992.0,,,0,0
FI0469,Karelia-ammattikorkeakoulu,2016,FI,private government dependent,other,255.42,167.38,3747.0,22.386187119130124,0.6553128181035158,0,0,,187.0,,,0,0
FI0470,Lahden ammattikorkeakoulu,2016,FI,private government dependent,other,371.49,212.39,5030.0,23.68284759169452,0.5717246763035344,0,0,,150.0,,,0,0
FI0471,Oulun ammattikorkeakoulu,2016,FI,private government dependent,other,562.05,377.64,7935.0,21.012074992055926,0.6718975180144116,0,0,,496.0,,,0,0
FI0472,Seinäjoen ammattikorkeakoulu,2016,FI,private government dependent,other,306.33,200.52,4825.0,24.062437662078594,0.6545881892077172,0,0,,771.0,,,0,0
FI0473,Kajaanin ammattikorkeakoulu,2016,FI,private government dependent,other,186.3,126.76,2302.0,18.16030293467971,0.6804079441760601,0,0,,646.0,,,0,0
FI0504,Jyväskylän ammattikorkeakoulu,2016,FI,private government dependent,other,582.21,385.45,7297.0,18.93111947074848,0.6620463406674567,0,0,,65.0,,,0,0
FI0506,Mikkelin ammattikorkeakoulu,2016,FI,private government dependent,other,610.09,458.93,4611.0,10.047283899505373,0.7522332770574833,0,0,,505.0,,,0,0
FI0507,Satakunnan ammattikorkeakoulu,2016,FI,private government dependent,other,341.55,222.13,5853.0,26.349435015531448,0.6503586590543112,0,0,,87.0,,,0,0
FI0509,Turun ammattikorkeakoulu,2016,FI,private government dependent,other,638.13,426.3,9521.0,22.33403706310111,0.6680456960180527,0,0,,119.0,,,0,0
FI0535,Yrkeshögskolan Arcada,2016,FI,private government dependent,other,305.14,191.97,2467.0,12.850966296817212,0.6291210591859474,0,0,,,,,0,0
FI0536,Centria ammattikorkeakoulu,2016,FI,private government dependent,other,363.02,251.62,3056.0,12.145298465940705,0.6931298551044021,0,0,,256.0,,,0,0
FI0537,Savonia ammattikorkeakoulu,2016,FI,private government dependent,other,413.13,298.41,6600.0,22.117221272745557,0.7223150098032097,0,0,,116.0,,,0,0
FI0557,Poliisiammattikorkeakoulu,2016,FI,public,other,,,565.0,,,0,0,,69.0,,,0,0
FI0608,Kymenlaakson ammattikorkeakoulu,2016,FI,private government dependent,other,,,4599.0,,,0,0,,139.0,,,0,0
FI0609,Saimaan ammattikorkeakoulu,2016,FI,private government dependent,other,185.74,128.07,3295.0,25.728117435777307,0.6895122213847312,0,0,,87.0,,,0,0
FI0623,Diakonia-ammattikorkeakoulu,2016,FI,private government dependent,other,211.04,148.17,2909.0,19.63285415401229,0.7020943896891584,0,0,,225.0,,,0,0
FI0627,Vaasan ammattikorkeakoulu,2016,FI,private government dependent,other,190.05,122.17,3227.0,26.41401326021118,0.642830833991055,0,0,,439.0,,,0,0
FI0629,Laurea ammattikorkeakoulu,2016,FI,private government dependent,other,490.94,298.13,7691.0,25.797470901955524,0.6072636167352425,0,0,,482.0,,,0,0
FI0631,Humanistinen ammattikorkeakoulu,2016,FI,private government dependent,other,136.28,95.87,1544.0,16.105142380306663,0.7034781332550631,0,0,,481.0,,,0,0
FR0001,Université Nice - Sophia-Antipolis,2016,FR,public,uas,,,,,,0,0,,870.0,,,0,0
FR0002,Université de technologie de Troyes,2016,FR,public,uni,,,,,,0,0,,719.0,,,0,0
FR0003,École de l'air,2016,FR,public,uni,,,,,,0,0,,1035.0,,,0,0
FR0004,École nationale supérieure d'architecture de Marseille,2016,FR,public,uni,,,,,,0,0,,404.0,,,0,0
FR0005,École supérieure d'art et de design Marseille-Mediterranée,2016,FR,public,uni,,,,,,0,0,,751.0,,,0,0
FR0006,École centrale de Marseille,2016,FR,public,uni,,,,,,0,0,,619.0,,,0,0
FR0007,Aix-Marseille université,2016,FR,public,uas,,,,,,0,0,,546.0,,,0,0
FR0008,Université de Caen Basse-Normandie,2016,FR,public,uas,,,,,,0,0,,2207.0,,,0,0
FR0009,École supérieure d'arts et médias de Caen - Cherbourg,2016,FR,public,uni,,,,,,0,0,,399.0,,,0,0
FR0010,École nationale supérieure d'ingénieurs de Caen,2016,FR,public,uni,,,,,,0,0,,1928.0,,,0,0
FR0011,École supérieure d'ingénieurs des travaux de la construction de Caen,2016,FR,private,uni,,,,,,0,0,,1457.0,,,0,0
FR0012,École européenne supérieure de l'image,2016,FR,public,uni,,,,,,0,0,,801.0,,,0,0
FR0013,École d'ingénieurs en génie des systèmes industriels,2016,FR,private,uni,,,,,,0,0,,1125.0,,,0,0
FR0014,Université de La Rochelle,2016,FR,public,uas,,,,,,0,0,,1116.0,,,0,0
FR0015,École nationale supérieure d'art de Bourges,2016,FR,public,uni,,,,,,0,0,,328.0,,,0,0
FR0017,École nationale supérieure d'art de Dijon,2016,FR,public,uni,,,,,,0,0,,88.0,,,0,0
FR0018,Université de Bourgogne,2016,FR,public,uas,,,,,,0,0,,469.0,,,0,0
FR0019,École nationale des greffes,2016,FR,public,uni,,,,,,0,0,,138.0,,,0,0
FR0020,"Institut national supérieur des sciences agronomiques, de l'alimentation et de l'environnement",2016,FR,public,uni,,,,,,0,0,,268.0,,,0,0
FR0021,École nationale supérieure de mécanique et des microtechniques,2016,FR,public,uni,,,,,,0,0,,442.0,,,0,0
FR0022,Université de Franche-Comté,2016,FR,public,uas,,,,,,0,0,,564.0,,,0,0
FR0023,École nationale d'ingénieurs de Brest,2016,FR,public,uni,,,,,,0,0,,1455.0,,,0,0
FR0024,École Navale,2016,FR,public,uni,,,,,,0,0,,1703.0,,,0,0
FR0025,École nationale supérieure de techniques avancées Bretagne,2016,FR,public,uni,,,,,,0,0,,1439.0,,,0,0
FR0026,Université de Bretagne Occidentale,2016,FR,public,uas,,,,,,0,0,,152.0,,,0,0
FR0028,Institut supérieur de l'électronique et du numérique Brest,2016,FR,private,uni,,,,,,0,0,,94.0,,,0,0
FR0029,École des mines d'Alès,2016,FR,public,uni,,,,,,0,0,,119.0,,,0,0
FR0030,Université de Nîmes,2016,FR,public,uas,,,,,,0,0,,63.0,,,0,0
FR0031,Institut supérieur des Arts de Toulouse,2016,FR,public,uni,,,,,,0,0,,,,,0,0
FR0032,École nationale supérieure d'architecture de Toulouse,2016,FR,public,uni,,,,,,0,0,,109.0,,,0,0
FR0033,Institut national des sciences appliquées de Toulouse,2016,FR,public,uni,,,,,,0,0,,181.0,,,0,0
FR0034,École d'ingénieurs de Purpan,2016,FR,private,uni,,,,,,0,0,,290.0,,,0,0
FR0035,Institut catholique de Toulouse,2016,FR,private,uni,,,,,,0,0,,277.0,,,0,0
FR0036,École nationale de l'aviation civile,2016,FR,public,uni,,,,,,0,0,,191.0,,,0,0
FR0037,Institut national polytechnique de Toulouse,2016,FR,public,uni,,,,,,0,0,,325.0,,,0,0
FR0038,Université Toulouse 1 - Capitole,2016,FR,public,uas,,,,,,0,0,,371.0,,,0,0
FR0039,Université Toulouse - Jean Jaurès,2016,FR,public,uas,,,,,,0,0,,,,,0,0
FR0040,Université de Toulouse 3 - Paul Sabatier,2016,FR,public,uas,,,,,,0,0,,626.0,,,0,0
FR0041,Institut supérieur de l'aéronautique et de l'espace,2016,FR,public,uni,,,,,,0,0,,1024.0,,,0,0
FR0042,École nationale supérieure d'architecture et de paysage de Bordeaux,2016,FR,public,uni,,,,,,0,0,,403.0,,,0,0
FR0043,École nationale supérieure des sciences agronomiques de Bordeaux Aquitaine,2016,FR,public,uni,,,,,,0,0,,190.0,,,0,0
FR0046,Université Bordeaux Montaigne,2016,FR,public,uas,,,,,,0,0,,2018.0,,,0,0
FR0047,École des beaux-arts de Bordeaux,2016,FR,public,uni,,,,,,0,0,,356.0,,,0,0
FR0048,École nationale de la magistrature,2016,FR,public,uni,,,,,,0,0,,1507.0,,,0,0
FR0050,Institut polytechnique de Bordeaux,2016,FR,public,uni,,,,,,0,0,,199.0,,,0,0
FR0051,École nationale supérieure de chimie de Montpellier,2016,FR,public,uni,,,,,,0,0,,75.0,,,0,0
FR0052,École nationale supérieure d’architecture de Montpellier,2016,FR,public,uni,,,,,,0,0,,110.0,,,0,0
FR0055,Université Montpellier 3 - Paul-Valéry,2016,FR,public,uas,,,,,,0,0,,1713.0,,,0,0
FR0056,Institut national d'études supérieures agronomiques de Montpellier,2016,FR,public,uni,,,,,,0,0,,1787.0,,,0,0
FR0057,École nationale supérieure de chimie de Rennes,2016,FR,public,uni,,,,,,0,0,,1003.0,,,0,0
FR0058,École nationale supérieure d'architecture de Bretagne,2016,FR,public,uni,,,,,,0,0,,1486.0,,,0,0
FR0059,École régionale des beaux-arts de Rennes,2016,FR,public,uni,,,,,,0,0,,1337.0,,,0,0
FR0060,École des hautes études en santé publique,2016,FR,public,uni,,,,,,0,0,,32.0,,,0,0
FR0061,Institut national des sciences appliquées de Rennes,2016,FR,public,uni,,,,,,0,0,,61.0,,,0,0
FR0062,Université de Rennes 1,2016,FR,public,uas,,,,,,0,0,,271.0,,,0,0
FR0063,Université Rennes 2,2016,FR,public,uas,,,,,,0,0,,128.0,,,0,0
FR0064,ECAM Rennes Louis de Broglie,2016,FR,private,uni,,,,,,0,0,,1725.0,,,0,0
FR0065,Institut catholique de Rennes,2016,FR,private,uni,,,,,,0,0,,184.0,,,0,0
FR0066,École des métiers de l'environnement,2016,FR,private,uni,,,,,,0,0,,270.0,,,0,0
FR0067,École des Avocats du Grand Ouest,2016,FR,private,uni,,,,,,0,0,,483.0,,,0,0
FR0068,École nationale de la statistique et de l'analyse de l'information,2016,FR,public,uni,,,,,,0,0,,380.0,,,0,0
FR0069,"Institut supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage",2016,FR,public,uni,,,,,,0,0,,575.0,,,0,0
FR0070,Université François-Rabelais,2016,FR,public,uas,,,,,,0,0,,1407.0,,,0,0
FR0071,École nationale supérieure d'architecture de Grenoble,2016,FR,public,uni,,,,,,0,0,,1407.0,,,0,0
FR0072,École supérieure d'art de Grenoble,2016,FR,public,uni,,,,,,0,0,,1134.0,,,0,0
FR0076,Grenoble INP,2016,FR,public,uni,,,,,,0,0,,2401.0,,,0,0
FR0077,Communauté Université Grenoble-Alpes,2016,FR,public,uas,,,,,,0,0,,111.0,,,0,0
FR0079,École supérieure d'art et design Saint-Étienne,2016,FR,public,uni,,,,,,0,0,,109.0,,,0,0
FR0080,École nationale d'ingénieurs de Saint-Étienne,2016,FR,public,uni,,,,,,0,0,,52.0,,,0,0
FR0081,Telecom Saint-Étienne,2016,FR,public,uni,,,,,,0,0,,95.0,,,0,0
FR0082,Université Jean Monnet,2016,FR,public,uas,,,,,,0,0,,131.0,,,0,0
FR0083,École nationale supérieure d'architecture de Saint-Étienne,2016,FR,public,uni,,,,,,0,0,,1712.0,,,0,0
FR0084,Ecole centrale de Nantes,2016,FR,public,uni,,,,,,0,0,,942.0,,,0,0
FR0085,École nationale supérieure d'architecture de Nantes,2016,FR,public,uni,,,,,,0,0,,847.0,,,0,0
FR0086,École supérieure des beaux-arts de Nantes Métropole,2016,FR,public,uni,,,,,,0,0,,1160.0,,,0,0
FR0087,Université de Nantes,2016,FR,public,uas,,,,,,0,0,,1274.0,,,0,0
FR0088,Institut régional d'administration de Nantes,2016,FR,public,uni,,,,,,0,0,,1137.0,,,0,0
FR0091,École supérieure du bois,2016,FR,private,uni,,,,,,0,0,,764.0,,,0,0
FR0092,Université d'Orléans,2016,FR,public,uas,,,,,,0,0,,2565.0,,,0,0
FR0093,École supérieure d'art et de design d'Orléans,2016,FR,public,uni,,,,,,0,0,,1035.0,,,0,0
FR0094,École nationale d'administration pénitentiaire,2016,FR,public,uni,,,,,,0,0,,1811.0,,,0,0
FR0095,École régionale des beaux-arts d'Angers,2016,FR,public,uni,,,,,,0,0,,1798.0,,,0,0
FR0096,École supérieure d'agriculture d'Angers,2016,FR,private,uni,,,,,,0,0,,1199.0,,,0,0
FR0097,École supérieure d'électronique de l'Ouest,2016,FR,private,uni,,,,,,0,0,,412.0,,,0,0
FR0098,Université catholique de l'Ouest,2016,FR,private,uni,,,,,,0,0,,,,,0,0
FR0099,Université d'Angers,2016,FR,public,uas,,,,,,0,0,,272.0,,,0,0
FR0100,École supérieure angevine en informatique et productique,2016,FR,private,uni,,,,,,0,0,,100.0,,,0,0
FR0101,École supérieure d'art et de design de Reims,2016,FR,public,uni,,,,,,0,0,,105.0,,,0,0
FR0102,Université de Reims Champagne-Ardenne,2016,FR,public,uas,,,,,,0,0,,,,,0,0
FR0103,École nationale supérieure d'architecture de Nancy,2016,FR,public,uni,,,,,,0,0,,679.0,,,0,0
FR0104,École nationale supérieure d'art de Nancy,2016,FR,public,uni,,,,,,0,0,,2685.0,,,0,0
FR0105,Université de Lorraine,2016,FR,public,uni,,,,,,0,0,,103.0,,,0,0
FR0106,École spéciale militaire de Saint-Cyr,2016,FR,public,uni,,,,,,0,0,,145.0,,,0,0
FR0107,École militaire interarmes,2016,FR,public,uni,,,,,,0,0,,587.0,,,0,0
FR0108,Université de Bretagne-Sud,2016,FR,public,uas,,,,,,0,0,,238.0,,,0,0
FR0110,Institut régional d'administration de Metz,2016,FR,public,uni,,,,,,0,0,,58.0,,,0,0
FR0111,École supérieure d'ingénieurs des travaux de la construction de Metz,2016,FR,private,uni,,,,,,0,0,,417.0,,,0,0
FR0112,École nationale supérieure de chimie de Lille,2016,FR,public,uni,,,,,,0,0,,760.0,,,0,0
FR0113,École nationale supérieure d'architecture et de paysage de Lille,2016,FR,public,uni,,,,,,0,0,,308.0,,,0,0
FR0114,École nationale supérieure des arts et industries textiles,2016,FR,public,uni,,,,,,0,0,,724.0,,,0,0
FR0116,École nationale supérieure des mines de Douai,2016,FR,public,uni,,,,,,0,0,,956.0,,,0,0
FR0117,Groupe Institut supérieur d'agriculture de Lille,2016,FR,private,uni,,,,,,0,0,,653.0,,,0,0
FR0118,Institut catholique de Lille,2016,FR,private,uni,,,,,,0,0,,762.0,,,0,0
FR0119,Institut supérieur de l'électronique et du numérique Lille,2016,FR,private,uni,,,,,,0,0,,951.0,,,0,0
FR0120,Hautes études d'ingénieur,2016,FR,private,uni,,,,,,0,0,,380.0,,,0,0
FR0121,École centrale de Lille,2016,FR,public,uni,,,,,,0,0,,187.0,,,0,0
FR0122,Université de Valenciennes et du Hainaut-Cambrésis,2016,FR,public,uas,,,,,,0,0,,1028.0,,,0,0
FR0123,Université Lille 1 - Sciences technologies,2016,FR,public,uas,,,,,,0,0,,146.0,,,0,0
FR0124,Université Lille 2 - Droit et Santé,2016,FR,public,uas,,,,,,0,0,,717.0,,,0,0
FR0125,Université Lille 3 - Charles-de-Gaulle,2016,FR,public,uas,,,,,,0,0,,799.0,,,0,0
FR0126,Institut régional d'administration de Lille,2016,FR,public,uni,,,,,,0,0,,663.0,,,0,0
FR0127,Université du Littoral Côte d'Opale,2016,FR,public,uas,,,,,,0,0,,676.0,,,0,0
FR0128,IXAD École des avocats de la région Nord-Ouest,2016,FR,private,uni,,,,,,0,0,,805.0,,,0,0
FR0130,Université de technologie de Compiègne,2016,FR,public,uni,,,,,,0,0,,66.0,,,0,0
FR0131,École supérieure de chimie organique et minérale,2016,FR,private,uni,,,,,,0,0,,69.0,,,0,0
FR0132,Université d'Artois,2016,FR,public,uas,,,,,,0,0,,978.0,,,0,0
FR0134,Ecole nationale des finances publiques,2016,FR,public,uni,,,,,,0,0,,338.0,,,0,0
FR0136,École nationale supérieure d'architecture de Clermont-Ferrand,2016,FR,public,uni,,,,,,0,0,,695.0,,,0,0
FR0138,VetAgro Sup Lempdes,2016,FR,public,uni,,,,,,0,0,,596.0,,,0,0
FR0140,Université de Pau et des Pays de l'Adour,2016,FR,public,uas,,,,,,0,0,,388.0,,,0,0
FR0141,École supérieure d’art des Pyrénées — Pau Tarbes,2016,FR,public,uni,,,,,,0,0,,190.0,,,0,0
FR0142,École supérieure des technologies industrielles avancées,2016,FR,private,uni,,,,,,0,0,,789.0,,,0,0
