ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Region of establishment (NUTS 2),Personnel expenditure (PPP),Total Current expenditure (PPP),Basic government allocation (PPP),Total Current revenues (PPP),Total academic staff (FTE),Total staff (FTE),Total students enrolled ISCED 5-7,Total graduates ISCED 5-7,Total students enrolled at ISCED 8,Total graduates at ISCED 8,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,Target,Flag Total Students ISCED 5-7,Flag Total Students ISCED 5,Flag Total Students ISCED 6,Flag Total Students ISCED 7,Flag Total Students ISCED 7 long degree,Flag Total Students ISCED 8,Flag Total Graduates ISCED 5-7,Flag Total Graduates ISCED 5,Flag Total Graduates ISCED 6,Flag Total Graduates ISCED 7,Flag Total Graduates ISCED 7 long degree,Flag Total Graduates ISCED 8,Flag Total Staff FTE,Flag Total Staff HC,Flag Academic Staff FTE,Flag Academic Staff HC,Flag Non-Academic Staff FTE,Flag Total current revenues (NC),Flag Total current expenditures (NC)
PL0014,Akademia Muzyczna im. Grażyny i Kiejstuta Bacewiczów w Łodzi,2011,PL,public,uas,PL71,,,,,221.0,322.0,672.0,232.0,33.0,6.0,3.0407239819004523,0.6863354037267081,,,,,0.34523809523809523,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0015,Akademia Muzyczna im. Ignacego Jana Paderewskiego w Poznaniu,2011,PL,public,uas,PL41,,,,,237.0,311.0,767.0,235.0,0.0,0.0,3.2362869198312234,0.7620578778135049,,,,,0.30638852672750977,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0016,Akademia Muzyczna im. Karola Lipińskiego we Wrocławiu,2011,PL,public,uas,PL51,,,,,164.0,237.0,670.0,243.0,9.0,,4.085365853658536,0.6919831223628692,,,,,0.3626865671641791,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0017,Akademia Muzyczna im. Karola Szymanowskiego w Katowicach,2011,PL,public,uas,PL22,,,,,181.0,270.0,929.0,300.0,25.0,0.0,5.1325966850828735,0.6703703703703704,,,,,0.3229278794402584,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0018,Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku,2011,PL,public,uas,PL63,,,,,188.0,290.0,787.0,226.0,,0.0,4.1861702127659575,0.6482758620689655,,,,,0.2871664548919949,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0019,Akademia Muzyczna w Krakowie,2011,PL,public,uas,PL21,,,,,245.0,319.0,723.0,193.0,77.0,0.0,2.951020408163265,0.768025078369906,,,,,0.2669432918395574,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0020,Akademia Obrony Narodowej,2011,PL,public,uas,PL91,,,,,250.0,710.0,7417.0,1776.0,577.0,23.0,29.66800000000001,0.35211267605633795,,,,,0.2394499123634893,25.08695652173913,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0021,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej,2011,PL,public,uas,PL91,,22775614.45,9451450.82,25733869.28,319.0,541.0,8349.0,2980.0,89.0,0.0,26.17241379310345,0.5896487985212571,,,0.8850443049270047,0.3672767090390692,0.35692897352976405,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0022,Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach,2011,PL,public,uas,PL92,,33780513.34,22972909.6,35988401.79,578.0,1073.0,10050.0,3857.0,56.0,12.0,17.387543252595155,0.5386766076421249,,,0.9386499999949012,0.6383420340267353,0.3837810945273632,4.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0023,Akademia Polonijna w Częstochowie,2011,PL,private,uas,PL22,,,,,50.0,80.0,937.0,465.0,,,18.74,0.625,,,,,0.4962646744930629,,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0
PL0024,Akademia Pomorska w Słupsku,2011,PL,public,uas,PL63,,18340242.01,13383620.15,17972825.86,405.0,563.0,4902.0,2047.0,0.0,0.0,12.103703703703706,0.7193605683836589,,,1.020442870412366,0.7446586449038237,0.4175846593227254,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0026,Akademia Sztuk Pięknych im. Jana Matejki w Krakowie,2011,PL,public,uas,PL21,,,,,271.0,391.0,1295.0,349.0,75.0,14.0,4.77859778597786,0.6930946291560103,,,,,0.2694980694980695,5.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0027,Akademia Sztuk Pięknych im. Władysława Strzemińskiego w Łodzi,2011,PL,public,uas,PL71,,,,,190.0,303.0,1331.0,400.0,0.0,0.0,7.0052631578947375,0.6270627062706271,,,,,0.3005259203606311,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0028,Akademia Sztuk Pięknych w Gdańsku,2011,PL,public,uas,PL63,,,,,131.0,202.0,820.0,207.0,17.0,0.0,6.2595419847328255,0.6485148514851485,,,,,0.2524390243902439,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0029,Akademia Sztuk Pięknych w Katowicach,2011,PL,public,uas,PL22,,,,,100.0,170.0,597.0,148.0,0.0,0.0,5.97,0.5882352941176471,,,,,0.2479061976549413,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0030,Uniwersytet Artystyczny w Poznaniu,2011,PL,public,uas,PL41,,,,,232.0,367.0,1466.0,472.0,0.0,0.0,6.318965517241379,0.6321525885558583,,,,,0.3219645293315143,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0031,Akademia Sztuk Pięknych w Warszawie,2011,PL,public,uas,PL91,,,,,337.0,521.0,1508.0,385.0,76.0,4.0,4.474777448071217,0.6468330134357005,,,,,0.2553050397877984,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0032,Akademia Sztuk Pięknych im. Eugeniusza Gepperta we Wrocławiu,2011,PL,public,uas,PL51,,,,,190.0,265.0,1199.0,343.0,0.0,0.0,6.310526315789473,0.7169811320754716,,,,,0.2860717264386989,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0033,Akademia Teatralna im. Aleksandra Zelwerowicza w Warszawie,2011,PL,public,uas,PL91,,,,,124.0,240.0,361.0,87.0,0.0,0.0,2.911290322580645,0.5166666666666667,,,,,0.2409972299168975,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0034,Akademia Techniczno-Humanistyczna w Bielsku-Białej,2011,PL,public,uas,PL22,,25348993.01,15138424.82,28209856.38,401.0,666.0,7842.0,1890.0,28.0,0.0,19.556109725685786,0.6021021021021021,,,0.8985863901090873,0.5366360117569661,0.2410099464422341,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0035,Akademia Wychowania Fizycznego i Sportu im. Jędrzeja Śniadeckiego w Gdańsku,2011,PL,public,uas,PL63,,17298078.13,8657748.19,16267721.81,186.0,440.0,3170.0,941.0,45.0,4.0,17.043010752688172,0.4227272727272727,,,1.0633374686409147,0.5322040966226727,0.2968454258675079,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0036,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,2011,PL,public,uas,PL21,,18664740.61,12911233.93,17875978.73,308.0,570.0,4018.0,1221.0,93.0,,13.045454545454545,0.5403508771929825,,,1.0441241227634868,0.7222672461750014,0.3038825286212046,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PL0037,Akademia Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu,2011,PL,public,uas,PL41,,22039944.73,15761085.29,21937361.3,314.0,649.0,4678.0,1586.0,97.0,9.0,14.898089171974522,0.4838212634822805,,,1.0046761973145786,0.7184585727728339,0.3390337751175716,10.777777777777779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0038,Akademia Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach,2011,PL,public,uas,PL22,,16501277.06,10870912.36,16393082.95,286.0,461.0,5526.0,1696.0,90.0,17.0,19.321678321678323,0.6203904555314533,,,1.0065999855140122,0.6631402032892172,0.3069127759681506,5.294117647058823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0039,Akademia Wychowania Fizycznego im. Józefa Piłsudskiego w Warszawie,2011,PL,public,uas,PL91,,28790771.68,19573797.26,28704224.76,410.0,802.0,6598.0,2019.0,136.0,32.0,16.09268292682927,0.5112219451371571,,,1.003015128285945,0.6819134612991373,0.3060018187329494,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0040,Akademia Wychowania Fizycznego we Wrocławiu,2011,PL,public,uas,PL51,,22204915.63,14574885.9,20933844.16,329.0,604.0,4345.0,1413.0,168.0,6.0,13.206686930091186,0.5447019867549668,,,1.0607184929956026,0.6962355212259305,0.32520138089758344,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0041,ALMAMER Szkoła Wyższa w Warszawie,2011,PL,private,uni,PL91,,,,,80.0,139.0,2860.0,1198.0,,,35.75,0.5755395683453237,,,,,0.4188811188811189,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0042,Ateneum - Szkoła Wyższa w Gdańsku,2011,PL,private,uni,PL63,,,,,51.0,80.0,2806.0,1137.0,,,55.01960784313725,0.6375,,,,,0.4052031361368496,,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PL0044,Beskidzka Wyższa Szkoła Umiejętności w Żywcu,2011,PL,private,uni,PL22,,,,,38.0,62.0,482.0,303.0,,,12.68421052631579,0.6129032258064516,,,,,0.6286307053941909,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0045,Bielska Wyższa Szkoła im. Józefa Tyszkiewicza w Bielsku-Białej,2011,PL,private,uni,PL22,,,,,47.0,77.0,959.0,230.0,,,20.404255319148934,0.6103896103896104,,,,,0.23983315954118875,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PL0046,Chrześcijańska Akademia Teologiczna w Warszawie,2011,PL,private,uas,PL91,,,3004438.3,4496964.37,71.0,100.0,576.0,115.0,135.0,16.0,8.112676056338028,0.71,,,,0.6681036478836945,0.1996527777777778,8.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0047,Collegium Civitas w Warszawie,2011,PL,private,uas,PL91,,,,,53.0,100.0,2267.0,939.0,0.0,0.0,42.77358490566038,0.53,,,,,0.4142037935597706,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0048,Collegium Varsoviense w Warszawie,2011,PL,private,uni,PL91,,,,,39.0,49.0,432.0,119.0,,,11.076923076923077,0.7959183673469388,,,,,0.27546296296296297,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0049,Dolnośląska Szkoła Wyższa we Wrocławiu,2011,PL,private,uas,PL51,,,,,186.0,288.0,7606.0,2687.0,57.0,0.0,40.89247311827957,0.6458333333333334,,,,,0.3532737312647909,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0050,Dolnośląska Wyższa Szkoła Przedsiębiorczości i Techniki w Polkowicach,2011,PL,private,uni,PL51,,,,,50.0,77.0,416.0,82.0,,,8.32,0.6493506493506493,,,,,0.1971153846153846,,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PL0052,Elbląska Uczelnia Humanistyczno-Ekonomiczna,2011,PL,private,uni,PL62,,,,,81.0,126.0,2667.0,1474.0,,,32.925925925925924,0.6428571428571429,,,,,0.5526809148856393,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PL0056,Europejska Wyższa Szkoła Prawa i Administracji w Warszawie,2011,PL,private,uni,PL91,,,,,56.0,83.0,1765.0,231.0,,,31.517857142857146,0.6746987951807228,,,,,0.13087818696883852,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PL0058,Gdańska Wyższa Szkoła Administracji,2011,PL,private,uni,PL63,,,,,40.0,53.0,1074.0,225.0,,,26.85,0.7547169811320755,,,,,0.20949720670391064,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0059,Gdańska Wyższa Szkoła Humanistyczna,2011,PL,private,uni,PL63,,,,,108.0,182.0,4497.0,2315.0,,,41.638888888888886,0.5934065934065934,,,,,0.5147876362019124,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PL0062,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,2011,PL,private,uas,PL22,,,,,235.0,364.0,9152.0,3670.0,0.0,0.0,38.94468085106383,0.6456043956043956,,,,,0.4010052447552448,,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
PL0068,Kaszubsko-Pomorska Szkoła Wyższa w Wejherowie,2011,PL,private,uni,PL63,,,,,43.0,50.0,422.0,193.0,,,9.813953488372093,0.86,,,,,0.45734597156398105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0069,Katolicki Uniwersytet Lubelski Jana Pawła II,2011,PL,private,uas,PL81,,,,,1374.0,2451.0,17283.0,5462.0,1515.0,110.0,12.578602620087334,0.5605875152998776,,,,,0.3160330961060001,13.772727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0070,Karkonoska Państwowa Szkoła Wyższa w Jeleniej Górze,2011,PL,public,uni,PL51,,7579449.82,6991667.71,8750533.85,151.0,222.0,1915.0,617.0,,,12.682119205298012,0.6801801801801802,,,0.8661699903029345,0.7989989902158942,0.32219321148825064,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PL0072,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego,2011,PL,private,uas,PL21,,,,,353.0,610.0,13728.0,4066.0,0.0,0.0,38.889518413597735,0.578688524590164,,,,,0.2961829836829837,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0073,Krakowska Wyższa Szkoła Promocji Zdrowia,2011,PL,private,uni,PL21,,,,,41.0,73.0,1777.0,444.0,,,43.34146341463415,0.5616438356164384,,,,,0.24985931344963425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PL0074,Kujawsko-Pomorska Szkoła Wyższa w Bydgoszczy,2011,PL,private,uni,PL61,,,,,173.0,273.0,6156.0,2576.0,,,35.583815028901725,0.6336996336996337,,,,,0.4184535412605588,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0080,Małopolska Wyższa Szkoła Ekonomiczna w Tarnowie,2011,PL,private,uni,PL21,,,,,58.0,90.0,2178.0,852.0,,,37.55172413793103,0.6444444444444445,,,,,0.3911845730027548,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0081,Małopolska Wyższa Szkoła im.Józefa Dietla w Krakowie,2011,PL,private,uni,PL21,,,,,88.0,130.0,2522.0,813.0,,,28.65909090909091,0.676923076923077,,,,,0.3223632038065028,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0082,Mazowiecka Wyższa Szkoła Humanistyczno-Pedagogiczna w Łowiczu,2011,PL,private,uni,PL71,,,,,38.0,94.0,1017.0,431.0,,,26.76315789473684,0.40425531914893614,,,,,0.4237954768928221,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0083,Międzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu,2011,PL,private,uni,PL51,,,,,33.0,62.0,1157.0,266.0,,,35.06060606060606,0.532258064516129,,,,,0.22990492653414,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0085,Niepaństwowa Wyższa Szkoła Pedagogiczna w Białymstoku,2011,PL,private,uni,PL84,,,,,41.0,58.0,2099.0,888.0,,,51.19512195121951,0.7068965517241379,,,,,0.4230585993330157,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0087,Olsztyńska Szkoła Wyższa im. Józefa Rusieckiego,2011,PL,private,uni,PL62,,,,,69.0,118.0,3029.0,1467.0,,,43.89855072463768,0.5847457627118644,,,,,0.4843182568504457,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0088,Wyższa Szkoła Informatyki i Zarządzania im. Prof. Tadeusza Kotarbińskiego z siedzibą w Olsztynie,2011,PL,private,uni,PL62,,,,,64.0,103.0,1581.0,643.0,,,24.703125,0.6213592233009708,,,,,0.4067046173308033,,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PL0090,Państwowa Medyczna Wyższa Szkoła Zawodowa w Opolu,2011,PL,public,uni,PL52,,3619310.81,2954570.2,4262529.83,81.0,122.0,1341.0,513.0,,,16.555555555555557,0.6639344262295082,,,0.849099233165953,0.6931494482937144,0.3825503355704698,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0091,"Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralna im. Leona Schillera w Łodzi",2011,PL,public,uas,PL71,,,,,155.0,331.0,1127.0,246.0,32.0,0.0,7.2709677419354835,0.4682779456193353,,,,,0.21827861579414373,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0092,Państwowa Wyższa Szkoła Informatyki i Przedsiębiorczości w Łomży,2011,PL,public,uni,PL84,,6829125.32,4163002.97,8693966.42,103.0,183.0,2130.0,569.0,,,20.67961165048544,0.5628415300546448,,,0.785501690493072,0.4788381699316479,0.2671361502347418,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL0093,Państwowa Wyższa Szkoła Teatralna im. Ludwika Solskiego,2011,PL,public,uas,PL21,,,,,105.0,218.0,548.0,100.0,0.0,0.0,5.219047619047619,0.481651376146789,,,,,0.18248175182481752,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0094,Państwowa Wyższa Szkoła Wschodnioeuropejska w Przemyślu,2011,PL,public,uni,PL82,,5305028.68,3513210.23,3914123.02,107.0,193.0,1371.0,362.0,,,12.813084112149534,0.5544041450777202,,,1.355355632128292,0.8975727671431236,0.2640408460977389,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0095,Państwowa Wyższa Szkoła Zawodowa im. Angelusa Silesiusa w Wałbrzychu,2011,PL,public,uni,PL51,,5893313.24,4826529.33,6115228.41,118.0,156.0,2873.0,712.0,,,24.347457627118644,0.7564102564102564,,,0.9637110578507402,0.7892639499952873,0.2478245736164288,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0096,Państwowa Wyższa Szkoła Zawodowa im. Jana Amosa Komeńskiego w Lesznie,2011,PL,public,uni,PL41,,8415609.43,6569610.18,8314617.09,178.0,271.0,2950.0,932.0,,,16.573033707865168,0.6568265682656826,,,1.0121463609095678,0.7901278085194421,0.3159322033898305,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0097,Państwowa Wyższa Szkoła Zawodowa im. Jana Grodka w Sanoku,2011,PL,public,uni,PL82,,4766570.36,4068877.44,5349034.88,105.0,146.0,1415.0,366.0,,,13.476190476190474,0.7191780821917808,,,0.8911084834802947,0.7606750621899104,0.25865724381625443,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
PL0098,Państwowa Wyższa Szkoła Techniczno Ekonomiczna im. ks. Bronisława Markiewicza w Jarosławiu,2011,PL,public,uni,PL82,,13124398.11,9342963.61,13079261.4,265.0,402.0,3943.0,1225.0,,,14.879245283018868,0.6592039800995025,,,1.0034510136788,0.7143341909199856,0.3106771493786457,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PL0099,Państwowa Szkoła Wyższa im. Papieża Jana Pawła II w Białej Podlaskiej,2011,PL,public,uni,PL81,,11141816.35,8586735.33,13809320.44,236.0,340.0,3585.0,1241.0,,,15.190677966101697,0.6941176470588235,,,0.8068330660013274,0.6218072328257161,0.34616457461645744,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0100,Państwowa Wyższa Szkoła Zawodowa im. Prezydenta Stanisława Wojciechowskiego w Kaliszu,2011,PL,public,uni,PL41,,14387639.74,9752124.94,14164594.06,310.0,419.0,4416.0,1210.0,,,14.24516129032258,0.7398568019093079,,,1.0157467047100113,0.6884860165205468,0.2740036231884058,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL0101,Państwowa Wyższa Szkoła Zawodowa im. prof. Stanisława Tarnowskiego w Tarnobrzegu,2011,PL,public,uni,PL82,,3980236.99,3369049.11,3855043.34,53.0,107.0,1033.0,348.0,,,19.49056603773585,0.4953271028037383,,,1.0324752898886995,0.8739328751619171,0.33688286544046464,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PL0102,Państwowa Wyższa Szkoła Zawodowa im. Stanisława Staszica w Pile,2011,PL,public,uni,PL41,,8635849.77,6092911.28,8869949.34,160.0,240.0,2568.0,802.0,,,16.05,0.6666666666666666,,,0.9736075640314762,0.6869161306844623,0.31230529595015577,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0103,Państwowa Wyższa Szkoła Zawodowa im. Witelona w Legnicy,2011,PL,public,uni,PL51,,13048611.98,9609136.21,13683289.37,244.0,374.0,5348.0,1535.0,,,21.918032786885252,0.6524064171122995,,,0.9536166068817122,0.7022533800291911,0.28702318623784595,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL0104,Państwowa Wyższa Szkoła Zawodowa w Chełmie,2011,PL,public,uni,PL81,,12209940.12,8228740.11,12979734.54,185.0,324.0,2732.0,701.0,,,14.767567567567568,0.5709876543209876,,,0.94069259139101,0.6339682899246721,0.25658857979502203,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0105,Państwowa Wyższa Szkoła Zawodowa w Ciechanowie,2011,PL,public,uni,PL92,,5198676.88,4029518.9,5928987.15,99.0,181.0,1690.0,452.0,,,17.07070707070707,0.5469613259668509,,,0.8768237725055619,0.6796302299289011,0.26745562130177514,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0106,Państwowa Wyższa Szkoła Zawodowa w Elblągu,2011,PL,public,uni,PL62,,10347108.82,7557007.08,12004647.66,198.0,302.0,3729.0,664.0,,,18.83333333333333,0.6556291390728477,,,0.8619252403781087,0.6295067788770071,0.1780638240815232,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0107,Państwowa Wyższa Szkoła Zawodowa w Głogowie,2011,PL,public,uni,PL51,,4129715.7,2669555.75,4719926.31,84.0,124.0,1090.0,341.0,,,12.976190476190474,0.6774193548387096,,,0.8749534269741598,0.5655926755348011,0.3128440366972477,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0108,Państwowa Wyższa Szkoła Zawodowa im. Hipolita Cegielskiego w Gnieźnie,2011,PL,public,uni,PL41,,3156638.61,2448519.87,3140015.91,58.0,94.0,773.0,163.0,,,13.327586206896553,0.6170212765957447,,,1.0052938266800056,0.779779447041082,0.2108667529107374,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0109,Państwowa Wyższa Szkoła Zawodowa w Gorzowie Wielkopolskim,2011,PL,public,uni,PL43,,11619562.03,7937780.01,10503579.95,244.0,388.0,3527.0,997.0,,,14.454918032786884,0.6288659793814433,,,1.1062477826905102,0.7557213871638118,0.2826764956053303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0110,Państwowa Wyższa Szkoła Zawodowa w Koninie,2011,PL,public,uni,PL41,,9490432.53,6925553.74,10407905.2,174.0,284.0,3461.0,1033.0,,,19.89080459770115,0.6126760563380281,,,0.9118484793654732,0.6654128383106334,0.2984686506789945,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0111,Państwowa Wyższa Szkoła Zawodowa im. Stanisława Pigonia w Krośnie,2011,PL,public,uni,PL82,,10258761.46,8442783.57,12294519.11,205.0,278.0,3896.0,904.0,,,19.00487804878049,0.7374100719424459,,,0.8344174642549318,0.6867111673471546,0.2320328542094456,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0112,Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu,2011,PL,public,uni,PL21,,11699535.23,9359963.15,13096302.81,316.0,422.0,5102.0,1668.0,,,16.145569620253166,0.7488151658767772,,,0.8933464199580462,0.714702713108693,0.3269306154449236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0113,Państwowa Wyższa Szkoła Zawodowa w Nysie,2011,PL,public,uni,PL52,,11292969.89,8755390.86,10767198.43,190.0,327.0,3640.0,1118.0,,,19.157894736842106,0.581039755351682,,,1.0488308507935615,0.8131540360216061,0.3071428571428572,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0114,Państwowa Wyższa Szkoła Zawodowa im. Rotmistrza Witolda Pileckiego w Oświęcimiu,2011,PL,public,uni,PL21,,4066490.81,2784909.77,3533098.86,103.0,146.0,1259.0,332.0,,,12.223300970873787,0.7054794520547946,,,1.1509700042755102,0.7882343179041416,0.2637013502779984,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0115,Państwowa Wyższa Szkoła Zawodowa w Płocku,2011,PL,public,uni,PL92,,6908679.81,5388477.16,6934220.99,148.0,226.0,2616.0,781.0,,,17.675675675675677,0.6548672566371682,,,0.9963166475315924,0.777084717630264,0.2985474006116208,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0116,Państwowa Wyższa Szkoła Zawodowa w Raciborzu,2011,PL,public,uni,PL22,,8121257.8,6658501.86,8991918.94,159.0,265.0,1966.0,636.0,,,12.364779874213836,0.6,,,0.9031729327399832,0.7404984302494169,0.32349949135300105,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0118,Państwowa Wyższa Szkoła Zawodowa w Skierniewicach,2011,PL,public,uni,PL71,,3114349.12,2170330.36,3370221.5,75.0,102.0,1163.0,296.0,,,15.506666666666666,0.7352941176470589,,,0.9240784678395768,0.6439726172300544,0.2545141874462597,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL0119,Państwowa Wyższa Szkoła Zawodowa w Sulechowie,2011,PL,public,uni,PL43,,5953188.46,4616463.59,5726625.63,102.0,193.0,1229.0,446.0,,,12.049019607843134,0.5284974093264249,,,1.0395630594067662,0.8061402802054655,0.3628966639544345,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
