ETER ID,Institution Name,Reference year,Country Code,Legal status,Institution Category standardized,Region of establishment (NUTS 2),Personnel expenditure (PPP),Total Current expenditure (PPP),Basic government allocation (PPP),Total Current revenues (PPP),Total academic staff (FTE),Total staff (FTE),Total students enrolled ISCED 5-7,Total graduates ISCED 5-7,Total students enrolled at ISCED 8,Total graduates at ISCED 8,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,Target,Flag Total Students ISCED 5-7,Flag Total Students ISCED 5,Flag Total Students ISCED 6,Flag Total Students ISCED 7,Flag Total Students ISCED 7 long degree,Flag Total Students ISCED 8,Flag Total Graduates ISCED 5-7,Flag Total Graduates ISCED 5,Flag Total Graduates ISCED 6,Flag Total Graduates ISCED 7,Flag Total Graduates ISCED 7 long degree,Flag Total Graduates ISCED 8,Flag Total Staff FTE,Flag Total Staff HC,Flag Academic Staff FTE,Flag Academic Staff HC,Flag Non-Academic Staff FTE,Flag Total current revenues (NC),Flag Total current expenditures (NC)
AT0049,Fachhochschule Burgenland GmbH,2016,AT,private government dependent,other,AT11,,,,,250.25,329.0,2853.02,683.5,,,11.400679320679322,0.7606382978723404,,,,,0.2395707005208516,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AT0050,Fachhochschule Salzburg GmbH,2016,AT,private government dependent,other,AT32,,,,,462.0,570.0,2865.28,772.0,,,6.201904761904763,0.8105263157894737,,,,,0.26943265579629216,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0051,Fachhochschule St. Pölten GmbH,2016,AT,private government dependent,other,AT12,,,,,316.75,478.0,2623.47,693.83,,,8.282462509865825,0.6626569037656904,,,,,0.26447033890229354,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0052,CAMPUS 02 Fachhochschule der Wirtschaft GmbH,2016,AT,private government dependent,other,AT22,,,,,138.0,177.75,1247.74,353.5,,,9.041594202898553,0.7763713080168776,,,,,0.2833122285091445,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0053,Fachhochschule des bfi Wien GmbH,2016,AT,private government dependent,other,AT13,,,,,236.0,277.25,2017.12,610.0,,,8.547118644067796,0.8512173128944995,,,,,0.30241135876893793,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0054,MCI - Management Center Innsbruck Internationale Hochschule GmbH,2016,AT,private government dependent,other,AT33,,,,,405.0,492.75,2979.87,939.0,,,7.357703703703702,0.821917808219178,,,,,0.31511441774305593,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AT0055,"Bundesministerium für Landesverteidigung und Sport, Sektion II, Gruppe Ausbildungswesen, Ausbildung A",2016,AT,public,other,AT12,,,,,68.75,94.75,124.83,43.0,,,1.815709090909091,0.7255936675461742,,,,,0.3444684771288953,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
AT0056,FHS Kufstein Tirol Bildungs GmbH,2016,AT,private government dependent,other,AT33,,,,,161.0,229.5,1733.25,555.0,,,10.765527950310561,0.7015250544662309,,,,,0.3202077022933795,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0057,FH OÖ Studienbetriebs GmbH,2016,AT,private government dependent,other,AT31,,,,,1017.25,1240.0,5728.08,1661.0,,,5.630946178422216,0.8203629032258064,,,,,0.28997500034915713,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0058,Fachhochschule Campus Wien,2016,AT,private government dependent,other,AT13,,,,,691.75,894.0,5458.72,1432.5,,,7.8911745572822545,0.7737695749440716,,,,,0.2624241580443767,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0059,Lauder Business School,2016,AT,private government dependent,other,AT13,,,,,22.0,23.25,354.5,80.0,,,16.113636363636363,0.946236559139785,,,,,0.2256699576868829,,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2,0,1,0,0,0
AT0060,FHG – Zentrum für Gesundheitsberufe Tirol GmbH,2016,AT,private government dependent,other,AT33,,,,,177.75,194.5,670.83,152.5,,,3.7740084388185657,0.9138817480719794,,,,,0.22733032213824664,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AT0061,FFH Gesellschaft zur Erhaltung und Durchführung von Fachhochschul-Studiengängen mbH,2016,AT,private government dependent,other,AT12,,,,,47.75,81.25,665.23,190.0,,,13.93151832460733,0.5876923076923077,,,,,0.2856155014055289,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0062,FHWien der WKW,2016,AT,private government dependent,other,AT13,,,,,291.75,361.75,3218.41,1002.0,,,11.031396743787491,0.806496199032481,,,,,0.3113338574016362,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0
AT0063,Fachhochschule Vorarlberg GmbH,2016,AT,private government dependent,other,AT34,,,,,243.5,350.75,1403.5,404.5,,,5.763860369609858,0.6942266571632216,,,,,0.2882080513003206,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AT0064,Fachhochschule Technikum Wien,2016,AT,private government dependent,other,AT13,,,,,453.25,658.75,4130.31,1093.5,,,9.11265306122449,0.6880455407969639,,,,,0.26475010350312683,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AT0065,IMC Fachhochschule Krems GmbH,2016,AT,private government dependent,other,AT12,,,,,271.0,394.75,2645.92,857.83,,,9.763542435424354,0.6865104496516783,,,,,0.3242085928523916,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0066,Fachhochschule Wiener Neustadt für Wirtschaft und Technik GmbH,2016,AT,private government dependent,other,AT12,,,,,476.5,622.0,3578.2,1096.0,,,7.509338929695697,0.7660771704180064,,,,,0.30629925660946844,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0067,Fachhochschule Kärnten,2016,AT,private government dependent,other,AT21,,,,,696.75,819.25,2376.88,637.5,,,3.4113814137064944,0.8504729935916997,,,,,0.2682087442361415,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0068,FH JOANNEUM Gesellschaft mbH,2016,AT,private government dependent,other,AT22,,,,,791.5,955.0,4210.7,1235.67,,,5.319898926089703,0.8287958115183246,,,,,0.2934595197948085,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT0069,Danube Private University,2016,AT,private,uas,AT12,,,,,52.5,97.44,1091.33,149.5,,,20.787238095238095,0.5387931034482759,,,,,0.13698881181677405,,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0
AT0070,FH Gesundheitsberufe Oberösterreich,2016,AT,private government dependent,other,AT31,,,,,194.0,209.25,796.33,259.5,,,4.10479381443299,0.927120669056153,,,,,0.3258699282960581,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AT0071,Karl Landsteiner Privatuniversität für Gesundheitswissenschaften,2016,AT,private,uas,AT12,,,,,46.93,49.98,119.58,56.5,,,2.548050287662476,0.9389755902360944,,,,,0.4724870379662151,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
BE0005,Université de Namur,2016,BE,private government dependent,uas,BE35,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0006,Université Saint-Louis - Bruxelles,2016,BE,private government dependent,uas,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0007,Université catholique de Louvain,2016,BE,private government dependent,uas,BE31,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0008,Université de Liège,2016,BE,public,uas,BE33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0009,Université de Mons,2016,BE,public,uas,BE32,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0010,Université libre de Bruxelles,2016,BE,private government dependent,uas,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0011,Haute Ecole ICHEC - ECAM - ISFSC,2016,BE,private government dependent,other,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0012,Haute École Albert Jacquard,2016,BE,public,other,BE35,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0014,Haute École Charlemagne,2016,BE,public,other,BE33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0016,Haute Ecole en Hainaut,2016,BE,public,other,BE32,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0017,Haute Ecole Robert Schuman,2016,BE,public,other,BE34,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0019,Haute Ecole de la Province de Liège,2016,BE,public,other,BE33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0020,Haute Ecole de la Province de Namur,2016,BE,public,other,BE35,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0021,Haute Ecole de la Ville de Liège,2016,BE,public,other,BE33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0023,Haute École Ephec,2016,BE,missing,other,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0024,Haute Ecole Francisco Ferrer,2016,BE,public,other,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0025,Haute Ecole Galilée,2016,BE,private government dependent,other,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0026,Haute Ecole Léonard de Vinci,2016,BE,private government dependent,other,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0027,Haute Ecole Libre de Bruxelles Ilya Prigogine,2016,BE,private government dependent,other,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0028,Haute Ecole Libre Mosane,2016,BE,private government dependent,other,BE33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0029,Haute École Louvain en Hainaut,2016,BE,private government dependent,other,BE32,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0030,Haute Ecole Lucia de Brouckère,2016,BE,public,other,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0031,Haute Ecole Provinciale du Hainaut - Condorcet,2016,BE,public,other,BE32,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0032,Académie des Beaux-Arts de la ville de Tournai,2016,BE,public,uni,BE32,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0033,Académie royale des Beaux-Arts de la Ville de Bruxelles - École supérieure des Arts,2016,BE,public,uni,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0034,École supérieure des Arts de la Ville de Liège,2016,BE,public,uni,BE33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0035,Conservatoire royal de musique de Bruxelles,2016,BE,public,uni,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0036,Conservatoire royal de musique de Liège,2016,BE,public,uni,BE33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0038,École supérieure des Arts du Cirque,2016,BE,public,uni,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0039,École supérieure des Arts - École de Recherche graphique,2016,BE,private government dependent,uni,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0040,École nationale supérieure des Arts visuels de La Cambre,2016,BE,public,uni,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0041,École supérieure des Arts de l'Image LE 75,2016,BE,public,uni,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0042,École supérieure des Arts Saint-Luc de Liège,2016,BE,private government dependent,uni,BE33,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0043,École supérieure des Arts Institut Saint-Luc Tournai,2016,BE,private government dependent,uni,BE32,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0045,Institut des Arts de Diffusion,2016,BE,private government dependent,uni,BE31,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0046,Institut national supérieur des Arts du Spectacle et des Techniques de Diffusion,2016,BE,public,uni,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0048,Institut supérieur de Musique et de Pédagogie,2016,BE,private government dependent,uni,BE35,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0056,Katholieke Universiteit Leuven,2016,BE,private government dependent,uas,BE24,536000946.96,783306263.34,347465243.47,916995899.85,7094.35,10528.64,44362.0,14563.0,5035.0,802.0,6.253145108431357,0.6738144717646345,50908.84928727737,0.6842801750039686,0.8542091229286101,0.3789168997667684,0.3282764528199811,6.278054862842892,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0057,Transnationale Universiteit Limburg,2016,BE,private government dependent,uas,BE22,,,,,35.1,42.9,1547.0,371.0,140.0,23.0,44.07407407407407,0.8181818181818182,,,,,0.2398190045248869,6.086956521739131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0058,Universiteit Hasselt,2016,BE,public,uas,BE22,55107699.21,74231549.13,46885595.19,81602401.56,743.46,1063.02,3846.0,1071.0,300.0,49.0,5.173109514970543,0.6993847716882091,51840.69839701981,0.7423757129666143,0.9096735844890492,0.574561462575661,0.2784711388455538,6.122448979591836,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0059,Universiteit Antwerpen,2016,BE,public,uas,BE21,171406917.24,233301494.63,128490817.01,250503239.28,2177.85,3319.26,15926.0,4257.0,1493.0,264.0,7.3127166701104285,0.6561251604273239,51640.09967281863,0.7347013250465433,0.9313312486519476,0.5129307604137582,0.2672987567499686,5.65530303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0060,Universiteit Gent,2016,BE,public,uas,BE23,369957145.74,532642027.27,271712420.44,584458376.61,5428.35,7803.08,35261.0,10899.0,3840.0,692.0,6.495712325107998,0.6956676081752334,47411.68176412392,0.6945699490447196,0.9113429605705244,0.4648961009268064,0.309095034173733,5.5491329479768785,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0061,Vrije Universiteit Brussel,2016,BE,private government dependent,uas,BE10,143315251.95,200460278.7,100188593.69,211468627.22,1793.08,2727.75,11062.0,3138.0,1449.0,214.0,6.169272982800544,0.6573476308312711,52539.73126202914,0.7149309223723034,0.9479433490219448,0.4737752119881568,0.28367383836557586,6.771028037383178,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0062,Arteveldehogeschool,2016,BE,private government dependent,other,BE23,51182897.86,61997565.73,53683202.83,71284868.72,611.11,816.6,12325.0,2933.0,,,20.168218487669986,0.7483590497183443,62678.05273083517,0.8255630242468232,0.8697156471385306,0.7530799143484767,0.2379716024340771,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0064,Erasmushogeschool Brussel,2016,BE,public,other,BE10,29380422.38,36061179.03,31785072.95,40600655.73,347.19,455.53,5374.0,1193.0,,,15.478556410034852,0.7621671459618466,64497.22823963296,0.8147382634261029,0.8881920348728319,0.7828709260602871,0.22199478972832154,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0066,Hogere Zeevaartschool,2016,BE,public,other,BE21,4075683.89,6162814.7,5180612.87,6919982.42,44.25,56.85,586.0,145.0,,,13.242937853107344,0.7783641160949868,71691.88900615655,0.6613348102126128,0.8905824214507181,0.7486453802291596,0.24744027303754265,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0068,Hogeschool Gent,2016,BE,public,other,BE23,68206089.33,83487104.25,72398005.33,93964085.87,684.69,950.61,13159.0,3010.0,,,19.21891658998963,0.7202638305929877,71749.81257297947,0.8169655654334184,0.8885001485089209,0.7704859219315257,0.2287407857739949,,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BE0071,Hogeschool West-Vlaanderen,2016,BE,public,other,BE25,25093850.23,32298696.78,25533664.86,37485554.67,267.36,336.21,5388.0,1108.0,,,20.152603231597844,0.7952172749174624,74637.42967193124,0.7769307350363007,0.8616304884464979,0.6811601184718443,0.2056421677802524,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0072,LUCA School of Arts,2016,BE,private government dependent,other,BE10,26028386.04,33653433.89,30729128.77,35796959.46,260.45,359.8,3029.0,845.0,,,11.62987137646381,0.7238743746525848,72341.26192329072,0.7734243740200979,0.9401198983842411,0.858428459666725,0.27896995708154504,,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
BE0073,Karel de Grote-Hogeschool - Katholieke Hogeschool Antwerpen,2016,BE,private government dependent,other,BE21,50768502.9,62290860.05,52455161.14,66445264.72,547.72,767.35,11812.0,2588.0,,,21.56576352881034,0.7137811950218284,66160.8169674855,0.8150233093466495,0.9374762868730128,0.7894492009482659,0.2190992211310532,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0074,Katholieke Hogeschool Vives Noord,2016,BE,private government dependent,other,BE25,17652169.13,23997160.94,18855989.05,25236938.03,204.17,258.67,3405.0,829.0,,,16.677278738306313,0.7893068388293965,68242.04248656589,0.7355940635700883,0.9508745043267042,0.7471583528709089,0.2434654919236417,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0075,Thomas More Kempen,2016,BE,private government dependent,other,BE21,34064275.44,43999411.12,34403971.94,48907981.43,398.83,454.03,7414.0,1898.0,,,18.589373918712234,0.8784221306962096,75026.48600312755,0.7741984397722094,0.8996366203126694,0.7034428928382783,0.2560021580793094,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0076,UC Leuven,2016,BE,private government dependent,other,BE24,37627504.72,49017976.8,40608346.84,54074353.2,432.58,557.95,8375.0,2505.0,,,19.3605807018355,0.7753024464557755,67438.8470651492,0.7676266377440532,0.9064921519948942,0.7509724007202735,0.2991044776119403,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0077,UC Limburg,2016,BE,private government dependent,other,BE22,27913565.22,34890274.84,30470438.04,40110989.92,296.95,400.7,4655.0,1257.0,,,15.676039737329516,0.7410781133017221,69662.00454205139,0.8000385593981751,0.8698432751120694,0.7596531050660242,0.2700322234156821,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BE0080,Katholieke Hogeschool Vives Zuid,2016,BE,private government dependent,other,BE25,37258815.29,50740825.71,40539011.46,55845292.19,465.62,569.62,8310.0,2109.0,,,17.847171513251148,0.8174221410765071,65409.94924686633,0.7342965899480235,0.908596297381106,0.7259163641238708,0.25379061371841155,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0088,Haute École de Namur-Liège-Luxembourg,2016,BE,missing,other,BE35,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0089,Arts²,2016,BE,missing,uni,BE32,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0090,ODISEE,2016,BE,private government dependent,other,BE10,47902513.94,67588858.97,58889516.54,75613324.36,458.45,668.06,9549.0,1997.0,,,20.82887992147453,0.6862407568182499,71703.90973864624,0.7087338752273066,0.8938749822479038,0.7788245926025306,0.2091318462666248,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0091,AP Hogeschool Antwerpen,2016,BE,public,other,BE21,44594168.02,55803085.42,49374820.27,62341833.12,474.12,665.94,10537.0,1897.0,,,22.224331392896318,0.7119560320749616,66964.24305492987,0.7991344507989753,0.8951146064727716,0.7920014186134026,0.18003226724874252,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0092,Hogeschool PXL,2016,BE,public,other,BE22,36358275.87,47345977.23,36075033.66,51430405.44,452.06,513.28,7434.0,1511.0,,,16.444719727469803,0.880727867830424,70835.16963450747,0.7679274565054742,0.9205833946853677,0.7014339737625837,0.20325531342480496,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0093,Thomas More Mechelen-Antwerpen,2016,BE,private government dependent,other,BE21,31922568.71,40854333.23,34509500.78,45864562.1,343.74,428.09,7310.0,1691.0,,,21.266073194856574,0.80296199397323,74569.76035413114,0.781375344698044,0.8907603465377901,0.7524218961200984,0.2313269493844049,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0094,École supérieure des Arts - Saint-Luc de Bruxelles,2016,BE,missing,uni,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE0095,Haute École Bruxelles-Brabant,2016,BE,missing,other,BE10,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG0001,"Югозападен университет ""Неофит Рилски""",2016,BG,public,uas,BG41,,,,,551.45,872.45,9350.0,2823.0,288.0,52.0,16.95529966452081,0.6320706057653734,,,,,0.3019251336898396,5.538461538461538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BG0002,Американски университет в България,2016,BG,private,uas,BG41,,,,,73.65,327.65,990.0,217.0,,,13.441955193482688,0.22478254234701667,,,,,0.2191919191919192,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG0003,Колеж по туризъм - Благоевград,2016,BG,private,other,BG41,,,,,21.5,33.0,568.0,175.0,,,26.41860465116279,0.6515151515151515,,,,,0.3080985915492957,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG0004,Университет “Проф. д-р Асен Златаров”,2016,BG,public,uas,BG34,,,,,311.51,497.51,5216.0,870.0,25.0,16.0,16.744245770601264,0.6261381680770236,,,,,0.16679447852760734,1.5625,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0
BG0005,Бургаски свободен университет,2016,BG,private,uas,BG34,,,,,103.23,165.23,1926.0,558.0,13.0,0.0,18.657367044463815,0.6247654784240151,,,,,0.2897196261682243,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BG0006,Икономически университет - Варна,2016,BG,public,uas,BG33,,,,,336.45,560.45,8597.0,2854.0,97.0,15.0,25.552087977411205,0.6003211704880006,,,,,0.3319762707921368,6.466666666666668,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
BG0007,Технически университет - Варна,2016,BG,public,uas,BG33,,,,,324.28,633.28,5283.0,1085.0,118.0,14.0,16.29147650178858,0.5120641738251642,,,,,0.20537573348476248,8.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG0008,"Медицински университет ""проф. д-р Параскев Стоянов""",2016,BG,public,uas,BG33,,,,,715.32,1167.82,4807.0,826.0,190.0,54.0,6.7200693395962645,0.6125259029644979,,,,,0.17183274391512374,3.5185185185185186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG0009,"Варненски свободен университет ""Черноризец Храбър""",2016,BG,private,uas,BG33,,,,,163.83,294.83,6177.0,1534.0,143.0,9.0,37.70371726789965,0.5556761523589866,,,,,0.2483406184231828,15.888888888888893,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
BG0010,"Висше военноморско училище ""Н. Й. Вапцаров""",2016,BG,public,uas,BG33,,,,,152.95,191.95,3092.0,412.0,30.0,4.0,20.215756783262503,0.7968220890856994,,,,,0.1332470892626132,7.5,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
BG0011,"Великотърновски университет ""Св. св. Кирил и Методий""",2016,BG,public,uas,BG32,,,,,722.59,978.59,9818.0,2657.0,361.0,67.0,13.587234808120787,0.7383991252720752,,,,,0.27062538195151764,5.388059701492537,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
BG0012,Националeн военен университет “Васил Левски,2016,BG,public,uas,BG32,,,,,236.26,339.26,2290.0,591.0,30.0,11.0,9.692711419622448,0.6963980427990332,,,,,0.25807860262008736,2.727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BG0013,"Стопанска академия ""Д. А. Ценов"" - Свищов",2016,BG,public,uas,BG32,,,,,235.4,534.4,8478.0,3034.0,131.0,22.0,36.01529311809686,0.4404940119760479,,,,,0.3578674215616891,5.954545454545454,1,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
BG0014,Технически университет - Габрово,2016,BG,public,uas,BG32,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
BG0015,Висше училище по мениджмънт,2016,BG,private,other,BG33,,,,,54.99,89.49,382.0,95.0,,,6.946717585015457,0.6144820650351995,,,,,0.2486910994764398,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
BG0016,Медицински университет - Плевен,2016,BG,public,uas,BG31,,,,,395.65,628.65,2179.0,371.0,58.0,18.0,5.507392897763175,0.6293645112542751,,,,,0.1702615878843506,3.2222222222222223,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
